o1,o2,>,=,<,scene,freq,typical
pendant lamp-tube,door-handle,183,0,0,kitchen,183,>
pendant lamp-tube,door-knob,286,0,0,kitchen,286,>
pendant lamp-tube,outlet,122,0,0,kitchen,122,>
pendant lamp-tube,pendant lamp-light source,102,0,0,kitchen,102,>
pendant lamp-tube,window,109,14,0,kitchen,123,>
pendant lamp-tube,work surface,136,0,0,kitchen,136,>
picture,button panel-dial,168,0,0,kitchen,168,>
picture,cabinets-drawer,102,0,18,kitchen,120,>
picture,microwave,58,42,29,kitchen,129,">,=,<"
pipe,wall,0,32,97,bathroom,129,<
pitcher,bottle,49,39,29,kitchen,117,">,=,<"
pitcher,cabinet-drawer,121,0,0,kitchen,121,>
pitcher,ceiling recessed light,0,0,120,kitchen,120,<
pitcher,door-handle,97,13,75,kitchen,185,">,<"
pitcher,drawer-handle,96,0,23,kitchen,119,>
pitcher,drawer-knob,147,0,0,kitchen,147,>
pitcher,plant,46,15,64,kitchen,125,">,<"
pitcher,work surface,109,18,0,kitchen,127,>
pitcher-handle,cabinet-door,60,0,53,kitchen,113,">,<"
place mat,cabinet,0,25,86,kitchen,111,<
plant,button panel-dial,132,16,10,kitchen,158,>
plant,cabinet-front,59,22,34,kitchen,115,">,<"
plant,cabinet-side,39,13,52,kitchen,104,">,<"
plant,cabinets-door,115,15,99,kitchen,229,">,<"
plant,cabinets-drawer,117,0,17,kitchen,134,>
plant,dishwasher,136,0,0,kitchen,136,>
plant,jar,10,52,45,bathroom,107,"=,<"
plant,microwave,54,22,51,kitchen,127,">,<"
plant,oven,105,45,19,kitchen,169,">,="
plant,pitcher,64,15,46,kitchen,125,">,<"
plant,stove,116,10,0,kitchen,126,>
plant,towel,122,39,31,bathroom,192,>
plate,cabinet-front,28,27,45,kitchen,100,">,=,<"
plate,cabinet-top,12,16,112,kitchen,140,<
plate,cabinets,63,28,40,kitchen,131,">,=,<"
plate,cabinets-door,77,0,67,kitchen,144,">,<"
plate,cabinets-drawer,128,0,0,kitchen,128,>
plate,chest of drawers-drawer,103,0,17,kitchen,120,>
plate,door-handle,193,32,192,kitchen,417,">,<"
plate,jar,70,24,73,kitchen,167,">,<"
plate,mug,32,43,146,kitchen,221,<
plate,mug-handle,24,13,129,kitchen,166,<
plate,oven,62,16,22,kitchen,100,>
plate,sink,118,18,42,kitchen,178,>
plate,sink-faucet,79,21,43,kitchen,143,">,<"
plate,work surface,207,49,89,kitchen,345,">,<"
plates,cabinet,52,31,60,kitchen,143,">,=,<"
plates,drawer-handle,94,0,10,kitchen,104,>
pot,basket,56,29,56,kitchen,141,">,=,<"
pot,button panel-dial,186,37,67,kitchen,290,>
pot,cabinet-front,37,17,107,kitchen,161,<
pot,cabinet-top,0,0,167,kitchen,167,<
pot,cabinets,52,14,45,kitchen,111,">,<"
pot,chair-leg,174,0,0,kitchen,174,>
pot,coffee maker,27,65,24,kitchen,116,">,=,<"
pot,dishwasher,108,0,0,kitchen,108,>
pot,extractor hood,10,0,112,kitchen,122,<
pot,glass,44,21,65,kitchen,130,">,<"
pot,jar,87,38,63,kitchen,188,">,=,<"
pot,microwave,26,18,110,kitchen,154,<
pot,oven,65,35,16,kitchen,116,">,="
pot,range,61,70,0,kitchen,131,">,="
pot,range-oven,123,0,0,kitchen,123,>
pot,range-stove,96,17,0,kitchen,113,>
pot,refrigerator,31,90,18,kitchen,139,=
pot,refrigerator-door,27,63,26,kitchen,116,">,=,<"
pot,work surface,344,88,30,kitchen,462,>
pot-handle,cabinet-door,25,0,82,kitchen,107,<
range,bottle,0,88,88,kitchen,176,"=,<"
range,button panel-dial,50,356,10,kitchen,416,=
range,cabinet,132,539,831,kitchen,1502,"=,<"
range,cabinet-door,132,194,714,kitchen,1040,<
range,cabinet-drawer,106,180,0,kitchen,286,">,="
range,cabinet-front,12,35,73,kitchen,120,"=,<"
range,ceiling recessed light,0,0,360,kitchen,360,<
range,ceiling recessed light-light source,0,0,202,kitchen,202,<
range,chair,62,89,21,kitchen,172,">,="
range,chest of drawers-drawer,76,55,0,kitchen,131,">,="
range,dishwasher,29,77,0,kitchen,106,=
range,door-handle,78,188,220,kitchen,486,"=,<"
range,door-knob,127,73,385,kitchen,585,<
range,door-pane,0,0,162,kitchen,162,<
range,drawer-handle,147,90,0,kitchen,237,">,="
range,drawer-knob,117,93,0,kitchen,210,">,="
range,extractor hood,0,0,150,kitchen,150,<
range,floor,224,29,0,kitchen,253,>
range,microwave,0,32,126,kitchen,158,<
range,outlet,25,103,118,kitchen,246,"=,<"
range,oven-door,30,94,0,kitchen,124,=
range,pendant lamp,0,0,113,kitchen,113,<
range,pot,0,70,61,kitchen,131,"=,<"
range,range-button panel,0,175,0,kitchen,175,=
range,range-oven,60,193,0,kitchen,253,=
range,range-stove,0,245,0,kitchen,245,=
range,refrigerator,0,105,23,kitchen,128,=
range,sink,24,142,22,kitchen,188,=
range,sink-faucet,0,90,48,kitchen,138,"=,<"
range,stove-burner,18,183,0,kitchen,201,=
range,window,0,11,213,kitchen,224,<
range,work surface,31,326,20,kitchen,377,=
range-button panel,button panel-dial,50,380,0,kitchen,430,=
range-button panel,cabinet,163,185,430,kitchen,778,">,=,<"
range-button panel,cabinet-door,188,67,585,kitchen,840,<
range-button panel,cabinet-drawer,158,77,15,kitchen,250,">,="
range-button panel,ceiling,0,0,117,kitchen,117,<
range-button panel,ceiling recessed light,0,0,196,kitchen,196,<
range-button panel,ceiling recessed light-light source,0,0,112,kitchen,112,<
range-button panel,door-handle,151,56,187,kitchen,394,">,<"
range-button panel,door-knob,146,13,315,kitchen,474,">,<"
range-button panel,door-pane,0,0,109,kitchen,109,<
range-button panel,drawer-handle,172,25,15,kitchen,212,>
range-button panel,drawer-knob,119,28,19,kitchen,166,>
range-button panel,floor,132,0,0,kitchen,132,>
range-button panel,outlet,16,39,72,kitchen,127,"=,<"
range-button panel,oven-door,87,17,0,kitchen,104,>
range-button panel,range,0,175,0,kitchen,175,=
range-button panel,range-oven,142,40,0,kitchen,182,>
range-button panel,range-stove,56,37,76,kitchen,169,">,=,<"
range-button panel,sink,52,22,29,kitchen,103,">,=,<"
range-button panel,sink-faucet,23,31,51,kitchen,105,">,=,<"
range-button panel,stove-burner,83,27,59,kitchen,169,">,<"
range-button panel,wall,0,78,380,kitchen,458,<
range-button panel,window,0,0,114,kitchen,114,<
range-button panel,work surface,70,65,79,kitchen,214,">,=,<"
range-drawer,button panel-dial,0,0,135,kitchen,135,<
range-drawer,cabinet,0,30,282,kitchen,312,<
range-drawer,cabinet-door,0,34,276,kitchen,310,<
range-drawer,door-handle,0,0,121,kitchen,121,<
range-drawer,door-knob,0,0,190,kitchen,190,<
range-drawer,wall,0,0,188,kitchen,188,<
range-oven,bottle,0,11,138,kitchen,149,<
range-oven,button panel-dial,0,71,354,kitchen,425,<
range-oven,cabinet,12,432,613,kitchen,1057,"=,<"
range-oven,cabinet-door,41,257,686,kitchen,984,<
range-oven,cabinet-drawer,26,155,101,kitchen,282,"=,<"
range-oven,cabinet-front,0,40,68,kitchen,108,"=,<"
range-oven,ceiling,0,0,165,kitchen,165,<
range-oven,ceiling recessed light,0,0,243,kitchen,243,<
range-oven,ceiling recessed light-light source,0,0,138,kitchen,138,<
range-oven,chair,20,49,52,kitchen,121,"=,<"
range-oven,chest of drawers-drawer,45,65,15,kitchen,125,">,="
range-oven,door-handle,27,181,269,kitchen,477,"=,<"
range-oven,door-knob,55,111,353,kitchen,519,<
range-oven,door-pane,0,0,132,kitchen,132,<
range-oven,drawer-handle,88,89,81,kitchen,258,">,=,<"
range-oven,drawer-knob,33,82,70,kitchen,185,"=,<"
range-oven,extractor hood,0,0,112,kitchen,112,<
range-oven,floor,151,40,0,kitchen,191,>
range-oven,microwave,0,0,115,kitchen,115,<
range-oven,outlet,10,0,130,kitchen,140,<
range-oven,oven-door,0,137,0,kitchen,137,=
range-oven,pot,0,0,123,kitchen,123,<
range-oven,range,0,193,60,kitchen,253,=
range-oven,range-button panel,0,40,142,kitchen,182,<
range-oven,range-stove,0,22,219,kitchen,241,<
range-oven,sink,0,47,96,kitchen,143,"=,<"
range-oven,sink-faucet,0,10,123,kitchen,133,<
range-oven,stove-burner,0,13,179,kitchen,192,<
range-oven,wall,0,28,610,kitchen,638,<
range-oven,window,0,0,174,kitchen,174,<
range-oven,work surface,0,71,210,kitchen,281,<
range-stove,bottle,0,22,113,kitchen,135,<
range-stove,button panel-dial,253,0,136,kitchen,389,">,<"
range-stove,cabinet,247,229,584,kitchen,1060,">,=,<"
range-stove,cabinet-door,258,44,679,kitchen,981,<
range-stove,cabinet-drawer,201,66,0,kitchen,267,>
range-stove,cabinet-front,23,19,71,kitchen,113,<
range-stove,ceiling,0,0,164,kitchen,164,<
range-stove,ceiling recessed light,0,0,230,kitchen,230,<
range-stove,ceiling recessed light-light source,0,0,119,kitchen,119,<
range-stove,chair,51,34,26,kitchen,111,">,=,<"
range-stove,chest of drawers-drawer,106,0,0,kitchen,106,>
range-stove,door-handle,193,31,226,kitchen,450,">,<"
range-stove,door-knob,168,0,366,kitchen,534,">,<"
range-stove,door-pane,0,0,155,kitchen,155,<
range-stove,drawer-handle,204,13,10,kitchen,227,>
range-stove,drawer-knob,165,25,0,kitchen,190,>
range-stove,extractor hood,0,0,105,kitchen,105,<
range-stove,floor,175,0,0,kitchen,175,>
range-stove,microwave,0,0,110,kitchen,110,<
range-stove,outlet,13,0,133,kitchen,146,<
range-stove,oven-door,106,0,0,kitchen,106,>
range-stove,pot,0,17,96,kitchen,113,<
range-stove,range,0,245,0,kitchen,245,=
range-stove,range-button panel,76,37,56,kitchen,169,">,=,<"
range-stove,range-oven,219,22,0,kitchen,241,>
range-stove,sink,54,53,33,kitchen,140,">,=,<"
range-stove,sink-faucet,0,42,80,kitchen,122,"=,<"
range-stove,stove-burner,32,169,0,kitchen,201,=
range-stove,wall,0,56,547,kitchen,603,<
range-stove,window,0,0,171,kitchen,171,<
range-stove,work surface,42,192,38,kitchen,272,=
refrigerator,bottle,29,112,30,kitchen,171,=
refrigerator,bowl,33,66,29,kitchen,128,">,=,<"
refrigerator,button panel-dial,69,120,0,kitchen,189,">,="
refrigerator,cabinet-door,171,452,573,kitchen,1196,"=,<"
refrigerator,cabinet-drawer,194,138,0,kitchen,332,">,="
refrigerator,cabinet-top,0,19,100,kitchen,119,<
refrigerator,door-handle,138,416,131,kitchen,685,=
refrigerator,door-knob,131,327,134,kitchen,592,">,=,<"
refrigerator,drawer-handle,187,64,0,kitchen,251,>
refrigerator,drawer-knob,157,65,0,kitchen,222,>
refrigerator,extractor hood,0,90,44,kitchen,134,"=,<"
refrigerator,microwave,0,155,14,kitchen,169,=
refrigerator,outlet,49,200,0,kitchen,249,=
refrigerator,oven,29,103,0,kitchen,132,=
refrigerator,pot,18,90,31,kitchen,139,=
refrigerator,range,23,105,0,kitchen,128,=
refrigerator,refrigerator-door,28,234,0,kitchen,262,=
refrigerator,sink,79,124,0,kitchen,203,">,="
refrigerator,sink-faucet,35,115,0,kitchen,150,=
refrigerator,work surface,143,245,10,kitchen,398,">,="
refrigerator-door,bottle,39,59,32,kitchen,130,">,=,<"
refrigerator-door,button panel-dial,149,81,49,kitchen,279,">,="
refrigerator-door,cabinet,269,488,539,kitchen,1296,">,=,<"
refrigerator-door,cabinet-door,220,379,897,kitchen,1496,<
refrigerator-door,cabinet-drawer,221,113,14,kitchen,348,">,="
refrigerator-door,cabinet-front,13,57,68,kitchen,138,"=,<"
refrigerator-door,cabinet-side,0,63,53,kitchen,116,"=,<"
refrigerator-door,cabinet-top,0,0,157,kitchen,157,<
refrigerator-door,ceiling,0,0,186,kitchen,186,<
refrigerator-door,ceiling recessed light,0,11,386,kitchen,397,<
refrigerator-door,ceiling recessed light-light source,0,11,235,kitchen,246,<
refrigerator-door,door,0,81,19,kitchen,100,=
refrigerator-door,door-handle,188,523,282,kitchen,993,"=,<"
refrigerator-door,door-knob,157,301,285,kitchen,743,">,=,<"
refrigerator-door,drawer-handle,215,61,0,kitchen,276,>
refrigerator-door,drawer-knob,152,42,12,kitchen,206,>
refrigerator-door,floor,163,20,0,kitchen,183,>
refrigerator-door,microwave,10,85,31,kitchen,126,=
refrigerator-door,outlet,60,120,38,kitchen,218,">,="
refrigerator-door,pendant lamp,0,0,103,kitchen,103,<
refrigerator-door,pot,26,63,27,kitchen,116,">,=,<"
refrigerator-door,refrigerator,0,234,28,kitchen,262,=
refrigerator-door,sink,67,66,12,kitchen,145,">,="
refrigerator-door,sink-faucet,41,76,22,kitchen,139,">,="
refrigerator-door,stove-burner,72,72,0,kitchen,144,">,="
refrigerator-door,wall,20,455,349,kitchen,824,"=,<"
refrigerator-door,window,0,108,53,kitchen,161,"=,<"
refrigerator-door,work surface,120,127,23,kitchen,270,">,="
rug,work surface,0,0,123,kitchen,123,<
sash-pane,cabinet-front,121,15,45,kitchen,181,>
sash-pane,cabinet-top,0,0,100,kitchen,100,<
sash-pane,door-hinge,176,12,38,kitchen,226,>
sash-pane,door-knob,176,19,20,kitchen,215,>
sash-pane,sink-faucet,124,0,0,kitchen,124,>
sash-pane,work surface,123,0,0,kitchen,123,>
sash-rail,cabinet,18,48,96,bathroom,162,"=,<"
sash-rail,cabinet-door,206,60,181,kitchen,447,">,<"
sash-rail,cabinet-drawer,144,0,0,kitchen,144,>
sash-rail,cabinet-front,54,0,46,kitchen,100,">,<"
sash-rail,door-handle,166,0,65,kitchen,231,>
sash-rail,door-knob,71,0,34,kitchen,105,">,<"
sash-stile,cabinet,17,90,68,bathroom,175,"=,<"
sash-stile,cabinet-drawer,148,0,0,kitchen,148,>
sash-stile,cabinet-front,52,21,35,kitchen,108,">,<"
sash-stile,door-handle,141,51,41,kitchen,233,>
sash-stile,door-knob,91,24,0,kitchen,115,>
sash-stile,door-pane,0,87,68,kitchen,155,"=,<"
saucepan,cabinet,105,71,68,kitchen,244,">,=,<"
saucepan,cabinet-door,56,42,60,kitchen,158,">,=,<"
saucepan,wall,33,73,64,kitchen,170,"=,<"
screen,door-pane,0,0,140,kitchen,140,<
shelf,sink,118,0,16,bathroom,134,>
shelf,sink-faucet,96,0,13,bathroom,109,>
sideboard-door,door-knob,64,11,26,kitchen,101,>
sideboard-door,drawer-handle,130,0,0,kitchen,130,>
sideboard-door,wall,19,66,16,kitchen,101,=
sideboard-drawer,drawer-handle,63,29,52,kitchen,144,">,=,<"
sink,bottle,21,47,190,bathroom,258,<
sink,bowl,43,38,133,kitchen,214,<
sink,button panel-dial,130,32,124,kitchen,286,">,<"
sink,cabinet-door,287,50,57,bathroom,394,>
sink,cabinet-drawer,349,58,23,bathroom,430,>
sink,cabinet-front,36,37,118,kitchen,191,<
sink,cabinet-side,0,0,119,kitchen,119,<
sink,cabinet-top,0,0,181,kitchen,181,<
sink,cabinets,35,37,63,kitchen,135,">,=,<"
sink,cabinets-door,55,0,85,kitchen,140,">,<"
sink,ceiling recessed light,0,0,166,bathroom,166,<
sink,chest of drawers,55,51,0,kitchen,106,">,="
sink,coffee maker,0,12,129,kitchen,141,<
sink,curtain,0,40,193,bathroom,233,<
sink,dishwasher,146,63,0,kitchen,209,">,="
sink,door,17,78,181,bathroom,276,"=,<"
sink,door-handle,138,14,36,bathroom,188,>
sink,door-hinge,34,0,93,kitchen,127,<
sink,door-knob,176,18,45,bathroom,239,>
sink,door-muntin,12,0,95,kitchen,107,<
sink,door-pane,26,0,236,kitchen,262,<
sink,drawer-handle,154,14,51,bathroom,219,>
sink,extractor hood,0,0,193,kitchen,193,<
sink,faucet,13,32,70,bathroom,115,"=,<"
sink,floor,525,72,0,bathroom,597,>
sink,glass,34,27,83,bathroom,144,<
sink,microwave,0,0,205,kitchen,205,<
sink,outlet,32,20,165,bathroom,217,<
sink,oven,43,52,83,kitchen,178,">,=,<"
sink,oven-door,74,34,18,kitchen,126,">,="
sink,pendant lamp-light source,0,0,134,kitchen,134,<
sink,pendant lamp-shade,0,0,223,kitchen,223,<
sink,plate,42,18,118,kitchen,178,<
sink,range,22,142,24,kitchen,188,=
sink,range-button panel,29,22,52,kitchen,103,">,=,<"
sink,range-oven,96,47,0,kitchen,143,">,="
sink,range-stove,33,53,54,kitchen,140,">,=,<"
sink,refrigerator,0,124,79,kitchen,203,"=,<"
sink,refrigerator-door,12,66,67,kitchen,145,"=,<"
sink,shelf,16,0,118,bathroom,134,<
sink,sink-faucet,30,228,373,bathroom,631,"=,<"
sink,sink-tap,10,49,80,bathroom,139,"=,<"
sink,soap dispenser,0,22,129,bathroom,151,<
sink,stove,28,53,53,kitchen,134,">,=,<"
sink,stove-burner,41,45,44,kitchen,130,">,=,<"
sink,vase,0,26,101,bathroom,127,<
sink,window,0,0,285,bathroom,285,<
sink,work surface,63,456,168,kitchen,687,=
sink-bowl,cabinet,43,41,130,kitchen,214,<
sink-bowl,cabinet-door,99,12,210,kitchen,321,">,<"
sink-bowl,door-handle,40,0,72,kitchen,112,">,<"
sink-bowl,door-knob,40,0,103,kitchen,143,<
sink-bowl,door-pane,0,0,100,kitchen,100,<
sink-bowl,wall,0,0,111,kitchen,111,<
sink-faucet,bottle,40,34,115,bathroom,189,<
sink-faucet,bowl,51,46,57,kitchen,154,">,=,<"
sink-faucet,button panel-dial,173,51,81,kitchen,305,">,<"
sink-faucet,cabinet,238,55,72,bathroom,365,>
sink-faucet,cabinet-door,251,10,36,bathroom,297,>
sink-faucet,cabinet-drawer,301,23,24,bathroom,348,>
sink-faucet,cabinet-front,60,16,145,kitchen,221,<
sink-faucet,cabinet-side,0,0,127,kitchen,127,<
sink-faucet,cabinet-top,0,0,189,kitchen,189,<
sink-faucet,cabinets-door,53,0,85,kitchen,138,">,<"
sink-faucet,ceiling,0,0,229,bathroom,229,<
sink-faucet,ceiling recessed light,0,0,110,bathroom,110,<
sink-faucet,chair,11,69,24,bathroom,104,=
sink-faucet,coffee maker,0,69,32,kitchen,101,"=,<"
sink-faucet,curtain,0,35,124,bathroom,159,<
sink-faucet,dishwasher,143,10,0,kitchen,153,>
sink-faucet,door,20,76,99,bathroom,195,"=,<"
sink-faucet,door-handle,102,65,16,bathroom,183,">,="
sink-faucet,door-hinge,28,0,102,kitchen,130,<
sink-faucet,door-knob,160,18,27,bathroom,205,>
sink-faucet,door-muntin,12,0,102,kitchen,114,<
sink-faucet,door-pane,24,0,258,kitchen,282,<
sink-faucet,drawer-handle,113,35,25,bathroom,173,>
sink-faucet,drawer-knob,177,22,20,bathroom,219,>
sink-faucet,extractor hood,0,0,147,kitchen,147,<
sink-faucet,floor,414,19,0,bathroom,433,>
sink-faucet,microwave,0,35,128,kitchen,163,<
sink-faucet,outlet,36,11,136,bathroom,183,<
sink-faucet,oven,48,37,36,kitchen,121,">,=,<"
sink-faucet,oven-door,100,16,0,kitchen,116,>
sink-faucet,pendant lamp,0,0,225,kitchen,225,<
sink-faucet,pendant lamp-light source,0,0,121,kitchen,121,<
sink-faucet,pendant lamp-shade,0,0,195,kitchen,195,<
sink-faucet,plate,43,21,79,kitchen,143,">,<"
sink-faucet,range,48,90,0,kitchen,138,">,="
sink-faucet,range-button panel,51,31,23,kitchen,105,">,=,<"
sink-faucet,range-oven,123,10,0,kitchen,133,>
sink-faucet,range-stove,80,42,0,kitchen,122,">,="
sink-faucet,refrigerator,0,115,35,kitchen,150,=
sink-faucet,refrigerator-door,22,76,41,kitchen,139,"=,<"
sink-faucet,sash-pane,0,0,124,kitchen,124,<
sink-faucet,shelf,13,0,96,bathroom,109,<
sink-faucet,sink,373,228,30,bathroom,631,">,="
sink-faucet,sink-tap,40,78,20,bathroom,138,">,="
sink-faucet,soap dispenser,10,47,83,bathroom,140,"=,<"
sink-faucet,stove,58,50,0,kitchen,108,">,="
sink-faucet,stove-burner,101,29,0,kitchen,130,>
sink-faucet,window,0,28,194,bathroom,222,<
sink-faucet,work surface,266,187,35,kitchen,488,">,="
sink-tap,cabinet-drawer,100,10,0,bathroom,110,>
sink-tap,sink,80,49,10,bathroom,139,">,="
sink-tap,sink-faucet,20,78,40,bathroom,138,"=,<"
sink-tap,wall,23,111,212,bathroom,346,"=,<"
soap,wall,14,75,185,bathroom,274,<
soap dispenser,cabinet,68,18,20,bathroom,106,>
soap dispenser,cabinet-door,85,0,103,bathroom,188,">,<"
soap dispenser,sink,129,22,0,bathroom,151,>
soap dispenser,sink-faucet,83,47,10,bathroom,140,">,="
soap dispenser,wall,30,151,181,bathroom,362,"=,<"
spice rack,cabinet,52,0,68,kitchen,120,">,<"
stool,door-knob,0,21,105,kitchen,126,<
stool,stool-stretcher,115,35,0,kitchen,150,>
stool,work surface,0,11,106,kitchen,117,<
stool-leg,drawer-handle,0,21,116,kitchen,137,<
stool-leg,stool-stretcher,284,184,10,kitchen,478,">,="
stool-seat,stool-stretcher,146,0,0,kitchen,146,>
stool-stretcher,cabinet,0,0,144,kitchen,144,<
stool-stretcher,cabinet-door,0,0,187,kitchen,187,<
stool-stretcher,ceiling recessed light,0,0,101,kitchen,101,<
stool-stretcher,stool,0,35,115,kitchen,150,<
stool-stretcher,stool-leg,10,184,284,kitchen,478,"=,<"
stool-stretcher,stool-seat,0,0,146,kitchen,146,<
stool-stretcher,wall,0,0,116,kitchen,116,<
stove,bottle,0,24,91,kitchen,115,<
stove,cabinet,250,194,513,kitchen,957,">,=,<"
stove,cabinet-drawer,180,33,24,kitchen,237,>
stove,chair,65,37,14,kitchen,116,">,="
stove,chest of drawers-drawer,103,0,0,kitchen,103,>
stove,door-handle,130,37,261,kitchen,428,">,<"
stove,door-knob,116,0,234,kitchen,350,">,<"
stove,drawer-handle,230,11,13,kitchen,254,>
stove,drawer-knob,129,11,21,kitchen,161,>
stove,floor,147,0,0,kitchen,147,>
stove,outlet,0,20,99,kitchen,119,<
stove,oven,52,19,40,kitchen,111,">,<"
stove,plant,0,10,116,kitchen,126,<
stove,sink,53,53,28,kitchen,134,">,=,<"
stove,sink-faucet,0,50,58,kitchen,108,"=,<"
stove,window,0,0,164,kitchen,164,<
stove,work surface,30,182,38,kitchen,250,=
stove-burner,bottle,0,10,134,kitchen,144,<
stove-burner,button panel-dial,344,16,294,kitchen,654,">,<"
stove-burner,cabinet,301,184,679,kitchen,1164,">,<"
stove-burner,cabinet-door,412,62,1027,kitchen,1501,<
stove-burner,cabinet-drawer,266,66,53,kitchen,385,>
stove-burner,cabinet-front,49,23,146,kitchen,218,<
stove-burner,cabinet-side,0,0,125,kitchen,125,<
stove-burner,cabinet-top,0,0,106,kitchen,106,<
stove-burner,ceiling,0,0,168,kitchen,168,<
stove-burner,ceiling recessed light,0,0,183,kitchen,183,<
stove-burner,chair,40,25,86,kitchen,151,">,<"
stove-burner,chest of drawers-drawer,161,16,0,kitchen,177,>
stove-burner,door-handle,237,47,383,kitchen,667,">,<"
stove-burner,door-hinge,16,0,128,kitchen,144,<
stove-burner,door-knob,269,0,517,kitchen,786,">,<"
stove-burner,door-muntin,0,0,147,kitchen,147,<
stove-burner,door-pane,0,0,256,kitchen,256,<
stove-burner,drawer-handle,249,0,11,kitchen,260,>
stove-burner,drawer-knob,219,16,54,kitchen,289,>
stove-burner,extractor hood,0,0,132,kitchen,132,<
stove-burner,floor,173,11,0,kitchen,184,>
stove-burner,microwave,0,0,116,kitchen,116,<
stove-burner,outlet,0,0,177,kitchen,177,<
stove-burner,oven-door,140,0,0,kitchen,140,>
stove-burner,range,0,183,18,kitchen,201,=
stove-burner,range-button panel,59,27,83,kitchen,169,">,<"
stove-burner,range-oven,179,13,0,kitchen,192,>
stove-burner,range-stove,0,169,32,kitchen,201,=
stove-burner,refrigerator-door,0,72,72,kitchen,144,"=,<"
