,o1,o2,>,<,typical
7416,coat,bowl,95,21,>
7417,fixture,pair,20,81,<
7418,house,leaf,1910,445,>
7419,button,plant,51,271,<
7420,number,advertisement,30,303,<
7421,carpet,ball,96,17,>
7422,pack,sheep,114,17,>
7423,hat,bed,34,362,<
7424,logo,bicycle,24,181,<
7425,lid,scissors,33,89,<
7426,shirt,level,18,128,<
7427,jelly,donut,93,288,<
7428,sleeve,mouth,91,25,>
7429,board,forest,10,98,<
7430,letter,awning,55,558,<
7431,banana,glove,337,86,>
7432,ball,wire,29,77,<
7433,kitchen,glass,700,59,>
7434,desk,toy,79,24,>
7435,sock,camera,44,103,<
7436,pole,vent,85,34,>
7437,ripple,seagull,53,163,<
7438,hotdog,stripe,92,29,>
7439,blanket,dog nose,330,5,>
7440,pitcher,leaf,149,16,>
7441,light,tank,27,134,<
7442,wave,swimmer,144,39,>
7443,camera,selfie,23,280,<
7444,skier,sleeve,109,12,>
7445,toilet,vanity,59,139,<
7446,vase,door,292,719,<
7447,house,paint,144,45,>
7448,racket,towel,80,28,>
7449,scissors,roll,130,21,>
7450,coat,bus,217,1387,<
7451,t-shirt,strap,164,17,>
7452,streak,horse,0,136,<
7453,light,couple,119,536,<
7454,pile,produce,34,92,<
7455,shower,door,130,51,>
7456,monitor,sweater,24,80,<
7457,leg,ear,2379,354,>
7458,flower,field,131,1183,<
7459,skier,letter,534,16,>
7460,rug,patch,116,1,>
7461,steel,knob,174,7,>
7462,mitt,pot,20,83,<
7463,boat,hut,86,25,>
7464,wool,field,9,93,<
7465,jean,book,469,159,>
7466,scaffolding,window,199,7,>
7467,banner,crosswalk,7,107,<
7468,packet,glass,34,118,<
7469,dog,box,1296,357,>
7470,gravel,number,723,30,>
7471,tree,fixture,331,35,>
7472,cake,rose,579,57,>
7473,jet,tail,1274,140,>
7474,cpu,keyboard,163,29,>
7475,jet,airplane nose,189,10,>
7476,stain,tree,14,135,<
7477,hat,fencing,16,152,<
7478,ear,bear,1124,19791,<
7479,pair,watch,543,116,>
7480,snow,beak,110,2,>
7481,hawk,feather,295,10,>
7482,horse,lamp,185,27,>
7483,fence,brick,884,373,>
7484,bike,pedal,530,6,>
7485,day,window,1320,41,>
7486,podium,microphone,191,40,>
7487,twig,dog,39,176,<
7488,shirt,umbrella,3851,10956,<
7489,printer,key,409,3,>
7490,tennis,letter,1744,13,>
7491,curtain,basket,325,15,>
7492,ice,pole,107,42,>
7493,lettuce,spot,99,10,>
7494,container,chef,27,135,<
7495,car,logo,1128,138,>
7496,hand,door,342,1036,<
7497,flower,giraffe,165,1448,<
7498,train,cone,340,13,>
7499,liquid,glass,306,1008,<
7500,bird,breast,828,161,>
7501,cow,sign,1465,252,>
7502,costume,hat,349,14,>
7503,panda,fur,216,21,>
7504,train,gravel,6815,2242,>
7505,tooth brush,tile,28,80,<
7506,portion,meal,3,110,<
7507,boat,tarp,978,250,>
7508,vase,eye,161,0,>
7509,watch,scarf,17,115,<
7510,chain,nut,110,7,>
7511,harness,ear,191,14,>
7512,tie,jacket,558,2497,<
7513,beanie,snow,88,743,<
7514,crosswalk,coat,132,27,>
7515,pair,clothe,72,311,<
7516,ribbon,sweater,30,107,<
7517,stone,opening,37,108,<
7518,tennis,flower,220,19,>
7519,pillow,cot,19,130,<
7520,pair,tarp,25,176,<
7521,cup,cloth,57,194,<
7522,buggy,car,103,37,>
7523,base,umpire,99,597,<
7524,mouth,sheep,4,1881,<
7525,fence,sleeve,201,27,>
7526,body,letter,471,21,>
7527,car,hatch,89,32,>
7528,ship,bench,58,150,<
7529,spectator,sneaker,185,36,>
7530,spot,wood,66,646,<
7531,kite,helmet,221,50,>
7532,zebra,marking,152,34,>
7533,wheel,stapler,9,124,<
7534,hand,symbol,259,36,>
7535,mirror,bus,284,3135,<
7536,tree,emblem,274,2,>
7537,dish,leaf,221,62,>
7538,giraffe,pant,309,55,>
7539,truck,stack,204,28,>
7540,boot,blanket,23,96,<
7541,shoe,band,213,33,>
7542,wrist band,arm,8,192,<
7543,pitcher,bottle,148,45,>
7544,outlet,knob,24,112,<
7545,tile,steel,41,125,<
7546,building,plant,1577,605,>
7547,tile,rat,2,120,<
7548,pair,belt,600,99,>
7549,fork,grape,98,27,>
7550,tent,boot,99,7,>
7551,flower,gate,45,223,<
7552,pan,sauce,208,44,>
7553,bread,orange,200,80,>
7554,bed,towel,774,79,>
7555,strap,bed,6,107,<
7556,necklace,bracelet,276,68,>
7557,object,toilet,45,380,<
7558,table,watch,975,83,>
7559,knife,screw,119,1,>
7560,baby,fur,87,27,>
7561,bracelet,tennis,1,349,<
7562,phone,girl,161,33,>
7563,light,cow,120,599,<
7564,table,piano,47,113,<
7565,bench,beak,113,0,>
7566,dish,cheese,457,117,>
7567,stand,helmet,278,44,>
7568,sneaker,ramp,32,251,<
7569,cable,cat,44,596,<
7570,tub,knob,229,1,>
7571,door,switch,1371,13,>
7572,clothing,bike,25,79,<
7573,base,elephant,33,85,<
7574,ear,wool,22,333,<
7575,fur,snow,103,244,<
7576,belt,bench,13,279,<
7577,map,bus,28,88,<
7578,sign,umbrella,1304,5421,<
7579,dog,foot,1178,291,>
7580,rose,letter,103,25,>
7581,light,carriage,17,112,<
7582,cloth,cow,42,136,<
7583,helmet,surface,14,238,<
7584,door,fixture,659,139,>
7585,glass,arm,454,1067,<
7586,olive,bread,17,143,<
7587,bottom,bed,30,492,<
7588,onion,crust,49,161,<
7589,forehead,shirt,20,340,<
7590,donut,machinery,5,95,<
7591,mast,sail boat,32,92,<
7592,bucket,refrigerator,7,154,<
7593,couch,control,699,36,>
7594,antelope,horn,203,19,>
7595,letter,tan,35,395,<
7596,dog,advertisement,105,40,>
7597,bag,bat,35,224,<
7598,bowl,slice,768,160,>
7599,dog,tissue,119,24,>
7600,tie,lipstick,101,17,>
7601,comforter,bear,107,41,>
7602,cup,hat,204,535,<
7603,finger,beard,23,98,<
7604,vehicle,handle,151,20,>
7605,key,monitor,35,2194,<
7606,patch,snow,184,582,<
7607,design,coat,44,114,<
7608,pillow,duvet,27,128,<
7609,sandwich,onion,989,33,>
7610,jet,trail,34,103,<
7611,star,elephant,20,547,<
7612,giraffe nose,fence,8,180,<
7613,skin,tree,91,406,<
7614,figurine,cake,5,97,<
7615,book,board,193,556,<
7616,sticker,graffiti,42,196,<
7617,mustard,bottle,31,78,<
7618,cow,day,55,432,<
7619,bus,fender,151,16,>
7620,guy,post,236,59,>
7621,book,hole,96,9,>
7622,blanket,horse,272,1485,<
7623,cow,backpack,141,52,>
7624,sofa,tile,312,43,>
7625,container,counter,116,345,<
7626,track,rider,74,26,>
7627,pizza,potato,135,57,>
7628,day,post,141,4,>
7629,bow,bench,19,96,<
7630,cabin,sign,85,27,>
7631,window,bolt,236,13,>
7632,truck,highway,29,145,<
7633,dish,surface,82,19,>
7634,fan,letter,249,20,>
7635,desk,folder,100,23,>
7636,chef,button,104,4,>
7637,roof,arm,106,43,>
7638,light,head board,8,134,<
7639,vehicle,wheel,1185,158,>
7640,design,jean,51,298,<
7641,plant,lock,112,3,>
7642,board,note,121,12,>
7643,fire,mirror,23,80,<
7644,trash,handle,350,43,>
7645,tree,sandal,637,73,>
7646,mask,flower,82,19,>
7647,flower,tooth,25,87,<
7648,nostril,fence,0,141,<
7649,couch,boot,114,7,>
7650,barrel,tree,45,395,<
7651,wire,design,101,43,>
7652,cable,guy,19,96,<
7653,bumper,car,233,568,<
7654,roof,beach,27,117,<
7655,valance,curtain,27,95,<
7656,tree,curb,1153,489,>
7657,light,furniture,7,121,<
7658,window,house,635,10991,<
7659,plate,pepperoni,804,200,>
7660,leaf,strawberry,51,225,<
7661,paw,claw,167,50,>
7662,car,plate,728,228,>
7663,bike,bottom,211,68,>
7664,ball,beach,33,294,<
7665,leaf,fabric,53,139,<
7666,archway,tower,26,103,<
7667,house,glove,149,29,>
7668,vehicle,stop light,82,19,>
7669,pad,catcher,12,137,<
7670,cement,cat,19,88,<
7671,couch,mouth,155,4,>
7672,beam,train,135,355,<
7673,window,wave,39,292,<
7674,bucket,tire,27,80,<
7675,pizza,watch,583,29,>
7676,cheese,hole,91,35,>
7677,toddler,sock,108,8,>
7678,tie,watch,671,100,>
7679,radiator,mirror,23,105,<
7680,door,tent,13,92,<
7681,mountain,pack,287,25,>
7682,flamingo,feather,154,60,>
7683,collar,pant,18,239,<
7684,board,arrow,190,15,>
7685,helmet,center,20,82,<
7686,portion,surf board,72,30,>
7687,plant,flower,5336,2100,>
7688,light,path,31,129,<
7689,pant,jump,8,100,<
7690,cabinet,letter,189,18,>
7691,bedspread,phone,106,0,>
7692,woman,ski,30,111,<
7693,pizza,nail,98,5,>
7694,shoe,suit case,4,129,<
7695,barrier,flag,126,29,>
7696,coat,statue,37,161,<
7697,dog nose,blanket,5,330,<
7698,car,window,41875,5077,>
7699,banana,curtain,106,398,<
7700,leaf,wire,153,678,<
7701,car,cycle,33,98,<
7702,banana,blueberry,207,36,>
7703,eye,rug,21,180,<
7704,jug,table,30,135,<
7705,van,box,202,72,>
7706,crust,leaf,156,47,>
7707,cloth,kite,17,109,<
7708,couple,sweater,192,39,>
7709,stove,burner,653,97,>
7710,car,belt,200,35,>
7711,bunch,mouse,100,15,>
7712,machine,sign,340,121,>
7713,knob,banana,7,94,<
7714,truck,wiper,116,16,>
7715,sign,engine,43,290,<
7716,car,animal,144,352,<
7717,leaf,day time,1,422,<
7718,bowl,ceiling,20,82,<
7719,skin,giraffe,54,234,<
7720,ski,ski resort,6,112,<
7721,family,plate,119,2,>
7722,bottom,computer,7,99,<
7723,bat,stripe,424,120,>
7724,bracelet,shoe,64,199,<
7725,leaf,tub,13,121,<
7726,plug,box,8,99,<
7727,bus,chimney,238,25,>
7728,wheel,deck,8,99,<
7729,button,trash,36,137,<
7730,wheel,eye,145,22,>
7731,broccoli,cucumber,198,83,>
7732,store,pant,178,36,>
7733,printer,desk,48,370,<
7734,stove,light,625,143,>
7735,computer,backpack,82,23,>
7736,sign,traffic,186,739,<
7737,bowl,toilet,81,656,<
7738,shoe,bear,143,334,<
7739,elephant,wood log,150,36,>
7740,day,track,154,19,>
7741,diamond,toilet,14,125,<
7742,statue,hand,609,103,>
7743,croissant,glass,121,50,>
7744,sign,piano,20,84,<
7745,pair,snow board,75,275,<
7746,cat,lettering,284,27,>
7747,mattress,bag,142,34,>
7748,tent,ear,90,11,>
7749,telephone,lamp,44,493,<
7750,hand,tongue,109,34,>
7751,building,chain,601,136,>
7752,buffalo,cow,43,123,<
7753,couple,pair,532,92,>
7754,sheet,bedspread,40,131,<
7755,hill,wing,82,28,>
7756,handle,couch,28,262,<
7757,meat,dinner,6,116,<
7758,trunk,guy,36,118,<
7759,cake,lettering,209,26,>
7760,tv,sofa,165,951,<
7761,helmet,day time,1,128,<
7762,kite,trunk,131,17,>
7763,microwave,object,103,21,>
7764,cat,scratch,130,4,>
7765,broccoli,meal,54,764,<
7766,window,air plane,27,151,<
7767,tire,gate,11,95,<
7768,horse grazing,field,15,91,<
7769,wheel,blanket,40,167,<
7770,baby,candle,318,14,>
7771,spot,bus,26,163,<
7772,eye,shoulder,11,114,<
7773,eye,bush,27,780,<
7774,number,knob,19,147,<
7775,soccer,uniform,256,37,>
7776,number,knife,19,114,<
7777,tip,fork,19,207,<
7778,clock,pipe,289,66,>
7779,spectacle,glass,59,199,<
7780,collar,ear,687,285,>
7781,burner,microwave,40,344,<
7782,banana,forest,6,100,<
7783,advertisement,lettering,98,29,>
7784,t-shirt,plane,17,94,<
7785,hinge,towel,8,121,<
7786,head,lettuce,18,100,<
7787,bulb,table,32,319,<
7788,suv,light,748,145,>
7789,bottom,mouth,120,42,>
7790,towel,pant,83,230,<
7791,wire,backpack,84,31,>
7792,button,mouse,101,1011,<
7793,bike,horse,182,432,<
7794,center,lamp,151,43,>
7795,vehicle,jet,31,173,<
7796,television,pizza,12,145,<
7797,magazine,cushion,17,104,<
7798,bridge,arch,246,66,>
7799,paper,collar,96,33,>
7800,trash can,bus,18,230,<
7801,celery,board,31,81,<
7802,surf board,day,5,160,<
7803,sail boat,bird,81,32,>
7804,train,tower,889,153,>
7805,cup,bear,90,277,<
7806,ear,track,8,120,<
7807,calculator,button,193,2,>
7808,house,t-shirt,147,60,>
7809,ski,bag,235,50,>
7810,paper,burger,26,86,<
7811,mirror,cord,279,36,>
7812,mouth,hand,144,1053,<
7813,towel,spoon,121,36,>
7814,toaster,drawer,26,80,<
7815,post,barrier,25,95,<
7816,glass,dish,411,1044,<
7817,pizza,eye glass,128,22,>
7818,wii,cup,185,13,>
7819,banner,umbrella,157,424,<
7820,spot,shrub,27,173,<
7821,landscape,pair,98,17,>
7822,leaf,rim,98,42,>
7823,beanie,ski,57,234,<
7824,backpack,sheep,10,106,<
7825,mouth,design,14,99,<
7826,toilet,bolt,293,0,>
7827,wood,key,271,19,>
7828,vase,desk,19,152,<
7829,cup,logo,416,45,>
7830,cat nose,tree,1,122,<
7831,tooth,bottle,153,41,>
7832,coat,day,4,237,<
7833,light,elephant,369,1367,<
7834,sauce,noodle,52,122,<
7835,broccoli,plate,2327,5746,<
7836,cap,tshirt,18,96,<
7837,vegetable,handle,245,60,>
7838,button,uniform,2,191,<
7839,paint,sheep,24,376,<
7840,handle,refrigerator,35,1668,<
7841,reflector,building,10,158,<
7842,hood,tree,116,470,<
7843,tree,reflector,280,4,>
7844,block,flower,89,35,>
7845,pillar,house,51,190,<
7846,shirt,sail boat,28,85,<
7847,bride,shirt,145,29,>
7848,orange,eye,657,45,>
7849,wave,clothe,88,32,>
7850,gate,clock,192,72,>
7851,tree,clothing,454,166,>
7852,fence,clock,517,180,>
7853,shed,sheep,152,48,>
7854,table,control,590,188,>
7855,letter,cement,10,135,<
7856,television,curtain,332,1081,<
7857,boat,cone,115,9,>
7858,jacket,pan,83,19,>
7859,hole,bus,0,144,<
7860,mud,elephant,261,912,<
7861,cake,cake server,214,49,>
7862,cow grazing,ear,113,10,>
7863,number,flower,130,555,<
7864,pizza,egg,441,69,>
7865,clock,boat,66,438,<
7866,book,brick,236,101,>
7867,wii,book,163,31,>
7868,train,sign,13881,638,>
7869,plate,broccoli floret,765,125,>
7870,handrail,window,167,65,>
7871,t-shirt,band,224,10,>
7872,rider,hand,123,18,>
7873,field,bicycle,110,17,>
7874,couple,cap,230,30,>
7875,cow,leaf,3024,651,>
7876,stop light,train,4,200,<
7877,chive,plate,17,139,<
7878,bus,hole,144,0,>
7879,menu,basket,79,23,>
7880,label,umbrella,50,137,<
7881,bracelet,flower,30,127,<
7882,counter,eye,113,10,>
7883,ceiling,hat,104,40,>
7884,hut,boat,25,86,<
7885,pair,clothing,72,266,<
7886,advertisement,number,303,30,>
7887,awning,taxi,11,117,<
7888,slope,jacket,910,116,>
7889,bed,trash,139,0,>
7890,table,elephant,36,167,<
7891,tip,pole,17,205,<
7892,horse,rock,3096,1005,>
7893,gazelle,giraffe,94,565,<
7894,book,mouse,843,156,>
7895,bicycle,basket,863,59,>
7896,building,boardwalk,23,77,<
7897,cake,cake frosting,341,119,>
7898,pant,photograph,22,108,<
7899,mask,guy,21,154,<
7900,cat,pumpkin,239,70,>
7901,guy,board,552,214,>
7902,window,toaster oven,99,17,>
7903,crowd,bat,209,55,>
7904,device,shirt,140,363,<
7905,pole,baby,31,88,<
7906,star,door,42,134,<
7907,hill,skier,1736,518,>
7908,shoe,advertisement,52,245,<
7909,strap,surf board,10,168,<
7910,lid,refrigerator,0,132,<
7911,umbrella,stripe,1477,358,>
7912,table,horse,82,267,<
7913,banner,tennis,45,186,<
7914,pant,surf board,40,194,<
7915,bow,toy,26,202,<
7916,coat,rider,31,100,<
7917,bottle,menu,40,228,<
7918,bench,graffiti,440,85,>
7919,sandwich,label,334,14,>
7920,display,bench,23,121,<
7921,cup,pillow,67,437,<
7922,zebra,tail,19688,928,>
7923,sign,band,297,78,>
7924,shoe,bunch,15,210,<
7925,ski,eye,139,0,>
7926,herd,fence,309,73,>
7927,tarp,building,64,202,<
7928,snow,arrow,207,23,>
7929,paw,panda,24,262,<
7930,sweater,plate,822,150,>
7931,stain,plate,12,237,<
7932,fridge,vent,90,10,>
7933,bag,telephone,145,35,>
7934,meal,chicken,171,3,>
7935,cap,tennis,13,1331,<
7936,table,phone,1601,637,>
7937,pepper,bread,54,232,<
7938,fur,ram,23,130,<
7939,pile,pair,354,124,>
7940,clock,stain,128,36,>
7941,letter,monitor,9,302,<
7942,car,lamp,402,153,>
7943,wire,guy,46,166,<
7944,refrigerator,tree,156,20,>
7945,wildebeest,tree,28,90,<
7946,cellphone,strap,126,52,>
7947,beard,bottle,133,27,>
7948,t-shirt,cow,22,119,<
7949,camera,couch,36,129,<
7950,outfit,tennis,31,242,<
7951,tub,bottle,255,30,>
7952,glass,coat,369,1392,<
7953,sign,overpass,27,332,<
7954,stain,bench,15,118,<
7955,day,bird,594,20,>
7956,paper,wood,180,506,<
7957,refrigerator,container,433,17,>
7958,farm,tree,169,27,>
7959,bow,tile,80,22,>
7960,kite,fish,199,64,>
7961,sleeve,dress,34,151,<
7962,arm,wave,287,3657,<
7963,stone,cat,123,332,<
7964,lettering,table,62,291,<
7965,bus,car,16043,3235,>
7966,dog,strap,930,110,>
7967,rock,panda,36,168,<
7968,patch,zebra,385,1603,<
7969,door,kettle,158,9,>
7970,umbrella,balloon,354,44,>
7971,tie,candle,198,38,>
7972,backpack,truck,60,355,<
7973,marker,train,11,147,<
7974,pizza,wrist,119,25,>
7975,crowd,sock,181,12,>
7976,bike,frame,227,76,>
7977,bag,hoodie,78,230,<
7978,curtain,magazine,187,36,>
7979,pen,pair,67,234,<
7980,fixture,shirt,178,636,<
7981,sedan,light,196,30,>
7982,raft,mountain,25,133,<
7983,antenna,phone,8,232,<
7984,sticker,cover,11,96,<
7985,menu,hat,95,31,>
7986,house,letter,1128,98,>
7987,vase,bottom,1039,110,>
7988,skater,sign,160,38,>
7989,book,tan,83,297,<
7990,fencing,pole,214,42,>
7991,rose,cat,38,93,<
7992,bowl,bottom,446,160,>
7993,carpet,logo,140,18,>
7994,pad,tree,84,419,<
7995,field,logo,312,27,>
7996,bus,star,207,7,>
7997,cap,bike,64,494,<
7998,dock,bird,309,52,>
7999,apple,almond,98,5,>
8000,tomato,zucchini,13,117,<
8001,collar,paper,33,96,<
8002,tree,paddle,180,77,>
8003,number,handle,73,341,<
8004,entrance,building,128,506,<
8005,necklace,letter,126,38,>
8006,wheel,stack,31,133,<
8007,duck,bridge,33,168,<
8008,letter,grill,17,109,<
8009,pizza,meat,1765,339,>
8010,object,surfer,21,100,<
8011,wheel,forest,15,165,<
8012,apple,kid,21,113,<
8013,coffee,sandwich,36,92,<
8014,knife,leaf,376,94,>
8015,bush,snout,103,4,>
8016,carton,dog,28,95,<
8017,mouse,pile,15,124,<
8018,backpack,couple,26,167,<
8019,candle,cabinet,38,227,<
8020,sign,eye,494,46,>
8021,shirt,number,3930,815,>
8022,umbrella,pole,3139,901,>
8023,donut,flower,188,66,>
8024,phone,zipper,111,14,>
8025,stump,tree,52,287,<
8026,pair,outlet,111,2,>
8027,backpack,day,4,151,<
8028,stove,switch,197,0,>
8029,object,tv,36,205,<
8030,eye,trunk,14,420,<
8031,portion,logo,119,17,>
8032,fork,desert,26,107,<
8033,shirt,can,184,62,>
8034,jean,sun glass,112,24,>
8035,sauce,shirt,73,466,<
8036,vehicle,runway,13,125,<
8037,shirt,tunnel,7,108,<
8038,arm,cup,220,73,>
8039,monitor,base,96,4,>
8040,tie,horse,36,525,<
8041,dog,eye,7526,212,>
8042,keyboard,window,211,715,<
8043,pole,couch,17,88,<
8044,skate boarder,shoe,148,12,>
8045,clock,rim,122,40,>
8046,kite,car,1305,358,>
8047,blind,ear,200,13,>
8048,t-shirt,stripe,276,68,>
8049,feather,cat,89,365,<
8050,tshirt,guy,52,133,<
8051,collar,mouth,244,52,>
8052,animal,hole,93,34,>
8053,cat,guy,40,183,<
8054,toaster,knife,90,10,>
8055,trash,door,136,703,<
8056,pole,cup,153,56,>
8057,coke,shirt,4,113,<
8058,vehicle,leaf,722,286,>
8059,leg,wave,98,1855,<
8060,pool,flower,134,6,>
8061,logo,bench,32,327,<
8062,cow,skirt,121,16,>
8063,mouth,toy,5,142,<
8064,sweater,sneaker,178,36,>
8065,pile,giraffe,341,879,<
8066,stand,handle,158,19,>
8067,bird,crown,112,11,>
8068,coat,eye,639,39,>
8069,plate,rug,52,281,<
8070,letter,keyboard,77,982,<
8071,car,symbol,471,39,>
8072,microwave,bottle,473,43,>
8073,wheel,step,71,205,<
8074,fruit,produce,53,189,<
8075,knife,letter,539,29,>
8076,net,boat,96,245,<
8077,bed,beard,160,8,>
8078,eye,t-shirt,44,595,<
8079,cake,sign,424,101,>
8080,pole,goat,24,148,<
8081,ear,cake,22,558,<
8082,dog,scarf,696,208,>
8083,meat,light,187,49,>
8084,pillowcase,bed,35,231,<
8085,hill,flower,346,64,>
8086,couple,cow,267,85,>
8087,buckle,cat,0,258,<
8088,wood,sticker,171,38,>
8089,shore,cow,147,26,>
8090,cabinet,vase,472,110,>
8091,cushion,ear,186,9,>
8092,leg,lamb,22,509,<
8093,wood,glass,1239,525,>
8094,cement,letter,135,10,>
8095,bike,glove,601,78,>
8096,ball,cone,78,30,>
8097,visor,fence,17,194,<
8098,bedspread,flower,264,9,>
8099,hoof,rock,48,217,<
8100,trailer,pole,96,41,>
8101,table,button,2530,214,>
8102,cabinet,mug,200,3,>
8103,baby,brick,284,37,>
8104,box,kite,4,101,<
8105,building,handle,504,43,>
8106,bear,rock,9784,4191,>
8107,counter,coffee maker,114,14,>
8108,snow,light,2031,628,>
8109,dress,stair,19,85,<
8110,desk,comforter,18,82,<
8111,plate,container,1759,527,>
8112,logo,jean,28,510,<
8113,watch,jean,63,732,<
8114,light,telephone,172,58,>
8115,wheel,head light,135,18,>
8116,knob,cup,46,156,<
8117,dirt,belt,387,19,>
8118,balcony,hand,92,27,>
8119,switch,glass,35,238,<
8120,bike,skirt,198,33,>
8121,post,leg,222,85,>
8122,stripe,sleeve,52,175,<
8123,spectator,sock,412,58,>
8124,bracelet,animal,6,97,<
8125,bunch,tail,156,11,>
8126,runway,truck,134,11,>
8127,bike,box,301,81,>
8128,nail,finger,7,210,<
8129,stair,window,1495,495,>
8130,butterfly,kite,32,118,<
8131,hand,sculpture,33,125,<
8132,building,opening,249,55,>
8133,bridge,leaf,1021,143,>
8134,mammal,cat,108,21,>
8135,garbage,bus,12,203,<
8136,pizza,purse,117,46,>
8137,couple,box,89,22,>
8138,tablet,shirt,58,151,<
8139,stem,meat,6,115,<
8140,jacket,truck,340,879,<
8141,pole,body,73,253,<
8142,collar,window,62,377,<
8143,bench,label,172,16,>
8144,hat,bull,11,232,<
8145,orange,crosswalk,17,85,<
8146,lamp,chandelier,104,276,<
8147,field,t-shirt,365,40,>
8148,bike,pole,1676,589,>
8149,tree,hand,5083,1024,>
8150,grape,napkin,16,178,<
8151,tie,animal,28,85,<
8152,ladder,pillow,208,61,>
8153,pillow,lampshade,689,236,>
8154,wildflower,tree,30,124,<
8155,level,number,138,1,>
8156,pipe,curtain,9,128,<
8157,cow nose,horn,17,93,<
8158,mirror,object,257,53,>
8159,skateboarding,pant,313,16,>
8160,display,cabinet,27,110,<
8161,boot,hill,5,186,<
8162,donut,treat,34,161,<
8163,jacket,marking,41,121,<
8164,lettuce,bean,79,26,>
8165,head,goat,24,177,<
8166,bag,railing,68,249,<
8167,bus,pedestrian,515,83,>
8168,valley,sheep,190,40,>
8169,cloth,button,176,24,>
8170,body,flag,279,48,>
8171,phone,key,792,118,>
8172,cow,belly,389,53,>
8173,stop light,building,119,643,<
8174,toy,fence,25,84,<
8175,leg,seat,87,237,<
8176,train,backpack,1073,111,>
8177,thread,scissors,30,166,<
8178,counter,object,127,24,>
8179,car,driveway,135,330,<
8180,kid,flag,241,91,>
8181,cord,surf board,30,187,<
8182,toilet,lever,377,4,>
8183,cone,jacket,81,281,<
8184,pant,sticker,213,10,>
8185,flag,frisbee,101,276,<
8186,fridge,cabinet,986,348,>
8187,lip,baby,10,129,<
8188,milk,bowl,75,344,<
8189,vest,field,26,141,<
8190,ear,trough,5,133,<
8191,umbrella,pocket,218,16,>
8192,plane,spot,241,37,>
8193,ear,tusk,1023,93,>
8194,seed,dog,22,284,<
8195,bit,table,53,183,<
8196,center,train,60,203,<
8197,broccoli,dish,222,784,<
8198,trash,guy,13,189,<
8199,day,hand,269,16,>
8200,paper,mustard,209,58,>
8201,window,kite,119,711,<
8202,shaft,umbrella,7,264,<
8203,label,clock,62,217,<
8204,wood,speaker,159,29,>
8205,foot,jean,166,644,<
8206,number,track,44,1034,<
8207,bump,tree,15,86,<
8208,train,outfit,102,3,>
8209,letter,silhouette,4,100,<
8210,hand,park,34,181,<
8211,shirt,coffee,144,49,>
8212,lettering,fence,37,263,<
8213,bench,ship,150,58,>
8214,chain,bolt,394,27,>
8215,carrot,peice,89,31,>
8216,window,frisbee,187,549,<
8217,banner,logo,210,31,>
8218,bench,day,33,525,<
8219,sign,brace,101,19,>
8220,branch,flower,854,351,>
8221,counter,lamp,114,22,>
8222,trash can,dog,20,90,<
8223,surface,fruit,23,123,<
8224,track,backpack,306,76,>
