,o1,o2,>,<,typical
21398,train engine number,railroad track,2,162,<
21399,laptop computer,apple usb keyboard,168,6,>
21400,baseball spectator,baseball shoe,262,34,>
21401,fry plate,food plate,177,351,">,<"
21402,curtain,fireplace,141,162,">,<"
21403,license plate,truck window,3,120,<
21404,bird,office window,103,108,">,<"
21405,computer speaker,apple imac computer,3,126,<
21406,boot,horse tail,32,93,<
21407,air front,pizza plate,42,66,">,<"
21408,pant,cake,48,55,">,<"
21409,motorcycle,guy,179,120,">,<"
21410,skateboarding ramp,skateboard,345,102,>
21411,tennis visor,tennis racquet,11,186,<
21412,fruit basket,fruit display,45,76,">,<"
21413,archway,ben clock,96,80,">,<"
21414,tuna sandwich,restaurant table,79,22,>
21415,fire hydrant,pile,83,34,>
21416,tree,waterfront,197,131,">,<"
21417,living room window,end table,135,53,>
21418,range top,dirt,29,88,<
21419,university building,snow,89,65,">,<"
21420,cement stone,stone building,14,112,<
21421,trekking pole,powder snow,53,102,">,<"
21422,sand elephant,elephant leg,223,15,>
21423,pasta noodle,pasta,40,100,<
21424,propeller plane,glass window,108,0,>
21425,horse,dirt pile,83,31,>
21426,part,tv camera,38,65,">,<"
21427,bed blanket,area carpet,65,43,">,<"
21428,head,field front,22,124,<
21429,horse,focus tree,471,503,">,<"
21430,parking meter,headlight,117,20,>
21431,stack,food container,65,72,">,<"
21432,pole street sign,part,515,84,>
21433,building door,part,98,30,>
21434,tiger stripe,baby cat,34,97,<
21435,home plate umpire,chalk,49,77,">,<"
21436,passenger train,traffic light,119,1,>
21437,pizza crust,bottom,77,31,>
21438,tablecloth,mac laptop,95,56,">,<"
21439,water elephant,water reflection,202,60,>
21440,bush,window front,96,100,">,<"
21441,horse,snow patch,61,53,">,<"
21442,sheep head,bush tree,12,142,<
21443,passenger bridge,passenger train,28,72,<
21444,plastic,bathroom tile,102,12,>
21445,oven handle,oven window,18,118,<
21446,cell phone,group,76,496,<
21447,computer part,computer mouse,225,168,">,<"
21448,beach umbrella,sand hill,36,80,">,<"
21449,rubber shoe,baseball bat,11,90,<
21450,apple mouse,desktop monitor,1,180,<
21451,bunch banana,scooter,68,117,">,<"
21452,sunglass,girl riding horse,1,101,<
21453,clock minute hand,clock,17,139,<
21454,room door,pillow,445,117,>
21455,motocross bike,dirt bike tire,119,6,>
21456,ski top,pair ski,41,92,">,<"
21457,chocolate,icing,91,31,>
21458,baby,elephant leg,176,14,>
21459,sign letter,billboard,4,213,<
21460,tree branch,sign arrow,90,21,>
21461,tire rim,car,4,104,<
21462,animal ear,grass cow,8,93,<
21463,plenty vegetable,broccoli,414,182,">,<"
21464,notebook,computer mouse,136,19,>
21465,umbrella,crowd,51,371,<
21466,school building,shade tree,51,54,">,<"
21467,desk light,computer mouse,75,82,">,<"
21468,windshield wiper,bus tire,79,52,">,<"
21469,metro bus,city transit bus,53,59,">,<"
21470,car tire,sedan,0,114,<
21471,train station building,train door,461,90,>
21472,spoon,crust edge,121,20,>
21473,dresser,shag rug,66,36,">,<"
21474,food,button mushroom,104,18,>
21475,train car door,passenger train,7,99,<
21476,fir tree,snow pant,81,47,">,<"
21477,giraffe neck,branch,112,139,">,<"
21478,lamp shade,pillow,148,1350,<
21479,post,tree,33,169,<
21480,greyhound bus,bus wheel,528,14,>
21481,dirt,rock,1057,455,">,<"
21482,beach umbrella,sandal,169,4,>
21483,potato,button mushroom,44,57,">,<"
21484,mouse pad,computer mouse,406,87,>
21485,cherry wood,mirror,90,63,">,<"
21486,hazel eye,orange,6,99,<
21487,napkin,spinach pizza,7,328,<
21488,locomotive train,train engine number,331,3,>
21489,vase flower,window front,99,219,">,<"
21490,ocean beach,surfboard fin,140,1,>
21491,table knife,pizza,32,160,<
21492,water bottle,sweatshirt,19,225,<
21493,wire fence,zebra leg,163,37,>
21494,pant skier,ski hat,297,4,>
21495,water splash,wave,121,250,">,<"
21496,part,church building,3,142,<
21497,steak knife,apple,128,18,>
21498,laptop computer,water glass,123,0,>
21499,wii control,shirt,55,119,">,<"
21500,banana tree,plane wing,60,74,">,<"
21501,size tree,skateboard guy,43,74,">,<"
21502,romaine lettuce,sandwich plate,47,191,<
21503,iron leaf,street pole,59,114,">,<"
21504,transportation vehicle,street car,152,97,">,<"
21505,baseball cap,beach,12,107,<
21506,plane body,jet engine,134,3,>
21507,basil leaf,sausage pizza,6,129,<
21508,bear,winter jacket,120,2,>
21509,ear,sheep fur,23,270,<
21510,computer speaker,computer printer,8,92,<
21511,beach umbrella,rainbow,73,73,">,<"
21512,circus elephant,circus,122,142,">,<"
21513,camera strap,dog,3,138,<
21514,guy,baseball field,19,86,<
21515,blind,couch pillow,382,47,>
21516,spinach pizza,sauce bottle,214,15,>
21517,food plate,person hand,96,28,>
21518,sandwich plate,food paper,174,49,>
21519,table umbrella,beach umbrella,48,64,">,<"
21520,sign letter,phone pole,21,124,<
21521,metal fence,tree trunk,259,68,>
21522,backpack,ben clock,45,66,">,<"
21523,tissue box,computer monitor,3,134,<
21524,umbrella,tee shirt,78,22,>
21525,part,barrier pole,47,133,<
21526,newspaper,shirt,94,95,">,<"
21527,stop sign,brick part,148,16,>
21528,sheep wool,wool sheep,122,355,<
21529,driver wheel,town car,19,155,<
21530,horn,grass cow,79,251,<
21531,street light,street sign pole,131,342,<
21532,baby bird,bird foot,322,6,>
21533,wine bottle,glass part,407,74,>
21534,shirt,window,177,107,">,<"
21535,blind,bed comforter,13,90,<
21536,sweat band,racket,11,284,<
21537,horse,wood,153,144,">,<"
21538,citrus fruit,gala apple,78,36,">,<"
21539,town car,way traffic,7,102,<
21540,train wheel,steam engine,11,153,<
21541,plane tail,underside,19,123,<
21542,steering wheel,dog,41,206,<
21543,passenger bus window,passenger bus,10,225,<
21544,glass window,passenger train,2,455,<
21545,balloon,police patrol motorcycle,1,139,<
21546,coffee table,fireplace,217,200,">,<"
21547,building window,baby horse,0,128,<
21548,pathway,focus tree,61,40,">,<"
21549,baseball,catcher mitt,290,76,>
21550,pizza slice,polo shirt,46,64,">,<"
21551,pink,flower,233,270,">,<"
21552,snowboard jacket,skiing helmet,288,49,>
21553,wave,wave crashing,77,99,">,<"
21554,lettuce leaf,tomato,77,70,">,<"
21555,ear,laptop,8,227,<
21556,chili cheese dog,sleeve,84,21,>
21557,kitchen light,steel refrigerator,56,133,<
21558,computer keyboard,note,114,8,>
21559,ben clock,brick part,77,23,>
21560,mom giraffe,giraffe leg,6654,485,>
21561,ski jacket,lot,32,160,<
21562,air canada plane,airplane tail,319,54,>
21563,city clock,ben clock,343,436,">,<"
21564,home base plate,base ball player,11,152,<
21565,mozzarella cheese,pizza plate,81,366,<
21566,toilet seat,bottom,281,60,>
21567,part,pitcher,55,610,<
21568,arm,elephant,21,161,<
21569,robe,toothbrush,96,11,>
21570,air canada airplane,plane side,223,11,>
21571,sheep grazing,sheep,692,885,">,<"
21572,focus tree,graffiti,415,247,">,<"
21573,leaf,school building,4,96,<
21574,zebra leg,herd animal,32,354,<
21575,baseball player number,grass patch,23,89,<
21576,baseball player number,baseball uniform shirt,86,492,<
21577,box,backpack,81,78,">,<"
21578,bacon piece,egg,30,120,<
21579,ground elephant,elephant eye,888,11,>
21580,leaf,sunglass,123,353,<
21581,skating helmet,skateboard guy,46,236,<
21582,jean,double-decker bus,4,160,<
21583,frisbee,dog collar,306,48,>
21584,court house,part,94,16,>
21585,spot,chestnut horse,2,109,<
21586,brick building,bag,92,11,>
21587,plane tail,airline airplane,20,284,<
21588,vase flower,pillow,243,382,">,<"
21589,baby carrot,cherry tomato,70,45,">,<"
21590,foliage,water elephant,73,29,>
21591,airport runway,landing gear,100,2,>
21592,service bus,bus route number,148,11,>
21593,shoe,clothing,16,112,<
21594,taxi car,raincoat,39,64,">,<"
21595,building window,rise apartment building,18,272,<
21596,adult giraffe,giraffe eye,321,3,>
21597,cow,cluster,66,55,">,<"
21598,giraffe,bunch,58,47,">,<"
21599,passenger plane,air france plane,104,46,">,<"
21600,tennis sock,tennis fence,7,262,<
21601,downhill skier,downhill ski,705,325,">,<"
21602,bulldog,collar,266,3,>
21603,stripe shirt,stripe,119,9,>
21604,metal pole,bus window,309,64,>
21605,lamp,magazine,93,48,">,<"
21606,license plate,tree trunk,7,134,<
21607,baseball pitcher,pitcher,249,220,">,<"
21608,pickup truck,door truck,96,60,">,<"
21609,focus tree,platform edge,127,38,>
21610,track,bush tree,334,165,">,<"
21611,baseball hat,jean,24,188,<
21612,duck beak,swan,22,313,<
21613,hoof print,horse,42,100,<
21614,bandage,tennis racket,1,109,<
21615,toilet lid,floor tile,81,60,">,<"
21616,glove,bunch banana,27,124,<
21617,sign letter,car,60,414,<
21618,pizza crust,bread pizza,37,108,<
21619,foothill,dirt,80,26,>
21620,apple piece,banana bunch,13,308,<
21621,wood,bush branch,76,25,>
21622,mother cow,fishing boat,89,17,>
21623,tennis fence,tennis cap,158,5,>
21624,bush tree,pickup truck,84,133,">,<"
21625,couch pillow,laptop,160,166,">,<"
21626,propeller plane,pilot,368,11,>
21627,sheep fur,ear,270,23,>
21628,head cap,elephant,35,165,<
21629,baseball uniform,catcher glove,245,5,>
21630,snow,snow helmet,169,10,>
21631,tree,lattice fence,97,7,>
21632,cafe sign,market umbrella,22,85,<
21633,pepperoni,mushroom pizza,8,148,<
21634,city transit bus,bus tire,563,15,>
21635,banana,loaf bread,8,102,<
21636,chimney,buildinga building,7,97,<
21637,hotel bed,nightstand,319,25,>
21638,mountain,van,157,28,>
21639,bedside lamp,bedside table,134,307,">,<"
21640,ticket window,building clock,75,62,">,<"
21641,elephant tusk,herd animal,23,147,<
21642,monkey toy,toy,66,36,">,<"
21643,bulldog,puppy,56,72,">,<"
21644,chestnut horse,grass edge,72,36,">,<"
21645,sink edge,toilet bowl,15,178,<
21646,bush,boulder,103,42,>
21647,refrigerator,kitchen light,308,42,>
21648,teddy bear,toy box,96,81,">,<"
21649,street light,metal railing,23,77,<
21650,laptop computer,couch pillow,79,38,">,<"
21651,outfield fence,baseball cleat,132,17,>
21652,cross country skier,part,230,6,>
21653,bench,snow,131,119,">,<"
21654,elephant,bush branch,130,32,>
21655,player shirt,soccer ball,91,26,>
21656,plane wing,turbine,168,13,>
21657,nike shirt,skateboard kid,144,359,<
21658,woman head,rain umbrella,2,117,<
21659,car,university building,5,126,<
21660,shower curtain,pedestal sink,178,40,>
21661,iron leaf,fall tree,61,263,<
21662,ski hill,ski mountain,295,411,">,<"
21663,cheese bread,egg,156,50,>
21664,freezer part,broccoli floret,16,152,<
21665,backpack,raincoat,48,127,<
21666,wool coat,umbrella,56,62,">,<"
21667,cake plate,chocolate icing,126,11,>
21668,wine,restaurant table,70,114,">,<"
21669,police officer,police man,100,64,">,<"
21670,dog,rescue boat,73,255,<
21671,freezer part,fork,171,998,<
21672,lot,skier,78,56,">,<"
21673,snowboarder snowboarding,snowboard,164,25,>
21674,rain umbrella,person reflection,96,45,">,<"
21675,bush branch,giraffe spot,287,72,>
21676,chair cat,toilet lid,199,59,>
21677,grass edge,grass elephant,29,148,<
21678,baby elephant trunk,elephant skin,52,111,">,<"
21679,eyeglass,ear,243,20,>
21680,snow pant,ski pant,131,158,">,<"
21681,glass window,street clock,14,169,<
21682,lunch plate,pepper,221,35,>
21683,cell phone camera,bathroom mirror,13,172,<
21684,shoe,air front,31,72,">,<"
21685,fun,surfboard,103,26,>
21686,top,boat,38,171,<
21687,watch,glass,60,224,<
21688,snow shoe,ski pole,26,99,<
21689,snow goggle,pant snowboarder,6,245,<
21690,frisbee,leaf,856,423,">,<"
21691,pair,motorcycle part,138,19,>
21692,footprint,ocean beach,275,565,">,<"
21693,baseball,ball player,56,61,">,<"
21694,propeller plane,airport building,264,68,>
21695,mac laptop,office window,361,286,">,<"
21696,pier,bay horse,64,39,">,<"
21697,top,bike,90,128,">,<"
21698,room window,tv,120,107,">,<"
21699,beef,broccoli,108,79,">,<"
21700,computer keyboard,computer,42,173,<
21701,car top,luggage car,19,89,<
21702,rail train,train crossing sign,211,21,>
21703,street sign,pedestrian sign,147,63,>
21704,baby horse,baby,81,35,">,<"
21705,letter,hat,15,128,<
21706,horse,chestnut horse,396,723,">,<"
21707,tie dye shirt,water elephant,13,179,<
21708,bull,mountain,33,79,<
21709,mother sheep,sheep wool,138,20,>
21710,water pool,elephant,63,69,">,<"
21711,flower,bathroom mirror,12,104,<
21712,baseball mitt,baseball uniform shirt,53,129,<
21713,batter hand,shade tree,27,105,<
21714,sign arrow,street light,86,124,">,<"
21715,bathroom toilet,bathroom towel,522,111,>
21716,flag,person head,82,26,>
21717,snowboard,tree branch,73,59,">,<"
21718,pizza slice,crust edge,487,75,>
21719,skateboard,kid shirt,708,379,">,<"
21720,cake top,plate top,24,76,<
21721,cow,field,43,142,<
21722,street car,palm tree,42,132,<
21723,pizza plate,pizza box,68,77,">,<"
21724,ground elephant,animal ear,438,79,>
21725,pizza cheese,batter hand,112,107,">,<"
21726,rail,train car,76,151,">,<"
21727,whitewall tire,van window,102,15,>
21728,ski pant,winter coat,57,69,">,<"
21729,person skateboard,sock,159,29,>
21730,yield sign,part,147,24,>
21731,spectator,flag,92,46,">,<"
21732,baby,pajamas,125,106,">,<"
21733,soccer ball,perimeter fence,8,126,<
21734,pant guy,nike shirt,98,48,">,<"
21735,motorcycle,stripe,59,63,">,<"
21736,soup,soup bowl,426,704,">,<"
21737,branch,giraffe leg,145,29,>
21738,zebra leg,zebra neck,51,92,">,<"
21739,dog,lab dog,589,953,">,<"
21740,dishwasher,sink bowl,118,5,>
21741,hat riding horse,focus tree,150,75,">,<"
21742,building front,metal fence,64,115,">,<"
21743,pair,sunlight,60,79,">,<"
21744,clock hand,grandfather clock,1,223,<
21745,ski,backpack,543,130,>
21746,beach umbrella,market umbrella,146,244,">,<"
21747,plane kite,nike shirt,92,22,>
21748,wire mesh fence,tennis racket,54,47,">,<"
21749,calendar,mac laptop,16,88,<
21750,cooking pot,polo shirt,7,120,<
21751,dirt,bush branch,106,79,">,<"
21752,counter top,wood kitchen cabinet,77,166,">,<"
21753,bracelet,pair,57,240,<
21754,block letter,food truck,2,107,<
21755,soup spoon,lunch meat,46,61,">,<"
21756,store sign,market umbrella,67,74,">,<"
21757,computer wire,computer mouse,180,87,">,<"
21758,food container,rice,311,91,>
21759,desk,notebook,98,22,>
21760,food container,snack food,70,171,<
21761,lamp,bookshelf,47,168,<
21762,part,story building,7,102,<
21763,plenty fruit,carrot top,76,27,>
21764,bus wheel,bus number,124,44,>
21765,top,grandfather clock,30,128,<
21766,bush tree,train car window,143,9,>
21767,horse foot,horse,31,394,<
21768,sweatshirt,sunglass,460,116,>
21769,part,chair bear,27,381,<
21770,towel,toiletry bottle,350,15,>
21771,motorcycle part,suitcase,1,122,<
21772,beverage glass,pizza crust,138,155,">,<"
21773,chain link fence,utility building,94,42,">,<"
21774,plate top,finger food,36,113,<
21775,pair,carpet,50,103,">,<"
21776,breakfast plate,stack,100,23,>
21777,tennis,arm,122,0,>
21778,horse,tin roof,96,8,>
21779,pine leaf,spruce tree,60,267,<
21780,shirt,bush,112,205,">,<"
21781,house,front,284,84,>
21782,town car,motorcycle part,88,29,>
21783,beard,baseball player,15,88,<
21784,building front,office building,38,123,<
21785,pizza,pizza pan,71,74,">,<"
21786,bus tire,lunch truck,12,173,<
21787,slate rock,conifer tree,226,153,">,<"
21788,player head,bat batter,10,265,<
21789,ski pant,child ski,117,433,<
21790,size surfboard,leaf,72,37,">,<"
21791,rice,broccoli piece,210,21,>
21792,bicycle,top,290,102,>
21793,motorcycle,car top,161,35,>
21794,teddy bear,jean,98,37,>
21795,fruit pile,broccoli head,164,23,>
21796,window panel,garage door,0,111,<
21797,clock tower building,hour hand,340,4,>
21798,hillside,bear,20,86,<
21799,tower top,church steeple,15,109,<
21800,outfield fence,batter glove,262,8,>
21801,clock face number,floor clock,10,97,<
21802,flatscreen television,room door,44,83,">,<"
21803,mustard,hotdog bun,118,403,<
21804,street lamp,stop sign,86,188,">,<"
21805,train door,metal pole,25,80,<
21806,sleeve,baseball player,20,343,<
21807,coffee cup,mug handle,256,16,>
21808,chain link fence,letter,98,3,>
21809,grass playing field,kid,100,54,">,<"
21810,cross country skiing,cross country skier,139,94,">,<"
21811,nike shirt,sweater,52,61,">,<"
21812,skateboard guy,kid shirt,93,13,>
21813,tree top,giraffe spot,156,58,>
21814,plant,tree trunk,222,183,">,<"
21815,water splash,surfboard,387,591,">,<"
21816,sidewalk brick,tree,38,118,<
21817,sunglass,laptop,7,109,<
21818,boat,life jacket,68,33,">,<"
21819,tank top,dog,187,171,">,<"
21820,field front,baby elephant,102,83,">,<"
21821,baseball,baseball helmet,483,118,>
21822,mac laptop,control key,473,10,>
21823,pajama pant,couch,35,162,<
21824,jacket,cop car,46,76,">,<"
21825,tuxedo cat,couch arm,79,53,">,<"
21826,bottom,mom giraffe,36,316,<
21827,bird eye,bird foot,9,133,<
21828,pick-up truck,whitewall tire,99,15,>
21829,fence,sweatshirt,66,37,">,<"
21830,polo shirt,grass field,23,99,<
21831,nike shirt,chain link fence,51,172,<
21832,finger food,lettuce,162,57,>
21833,jacket,snow coat,91,94,">,<"
21834,backpack,bus,161,362,">,<"
21835,bat batter,metal pole,93,14,>
21836,bathroom sink,toothbrush,341,24,>
21837,bread bowl,collard shirt,14,106,<
21838,airport,luggage,316,125,>
21839,teddy,toy dog,50,83,">,<"
21840,snow,hat riding horse,64,46,">,<"
21841,pen,pair,43,97,">,<"
21842,stone,tower window,106,20,>
21843,couch,blanket,679,173,>
21844,prescription glass,shirt button,88,35,>
21845,blender,chip bag,99,16,>
21846,smoke trail,part,103,8,>
21847,plenty vegetable,tomato,391,59,>
21848,mac laptop,curtain,160,83,">,<"
21849,food plate,herb,80,34,>
21850,mountain,propeller plane,70,74,">,<"
21851,couch arm,doll,4,144,<
21852,flatscreen television,tile,124,54,">,<"
21853,mountain,airport building,334,70,>
21854,fir tree,cow,193,148,">,<"
21855,paint,fire hydrant top,65,86,">,<"
21856,child ski,pine tree,106,113,">,<"
21857,petal,leaf,36,107,<
21858,kitchen sink,coffee maker,102,24,>
21859,leaf,giraffe,517,2509,<
21860,group,ski pant,584,57,>
21861,place,part,118,1,>
21862,navel orange,fruit sticker,1264,28,>
21863,train door,orange,52,83,">,<"
21864,roof car,bush tree,70,64,">,<"
21865,wood kitchen cabinet,sink bowl,142,5,>
21866,chair cat,air front,55,64,">,<"
21867,range microwave,toaster,113,10,>
21868,cow face,dairy cow,38,286,<
21869,hat,hoodie,22,87,<
21870,bush branch,house cat,37,110,<
21871,pole street sign,street sign pole,939,1322,">,<"
21872,grill top,lettuce,60,46,">,<"
21873,batter helmet,catcher,240,1350,<
21874,giraffe hoof,spot giraffe,4,147,<
21875,market center,dozen donut,25,127,<
