,o1,o2,>,<,typical
16811,kitchen cabinet door,kitchen,8,135,<
16812,sky kite,balloon hat,89,24,>
16813,bowtie,dress shirt,211,751,<
16814,parachute kite,kite tail,110,25,>
16815,lettuce,salad,38,206,<
16816,bush tree,pole street sign,71,29,>
16817,baseball cap,home plate umpire,14,263,<
16818,sweatshirt,motorcycle,31,120,<
16819,fence post,baby elephant,9,104,<
16820,navel orange,color,29,92,<
16821,bull,bull head,141,27,>
16822,umbrella,tie,97,7,>
16823,animal mouth,water bear,14,150,<
16824,freezer part,batter hand,46,635,<
16825,shade tree,office window,287,17,>
16826,pizza spatula,spinach pizza,18,138,<
16827,skateboard wheel,guy foot,15,254,<
16828,cross country skier,orange,94,14,>
16829,snowboard pant,pant skier,38,93,<
16830,ski coat,snow helmet,152,32,>
16831,isa teddy bear,couch arm,119,31,>
16832,control,couch,4,235,<
16833,oven handle,kitchen cabinet,2,104,<
16834,vanilla cake,stack,99,4,>
16835,air france plane,airport vehicle,208,41,>
16836,cargo car,draft horse,11,95,<
16837,part,stage,8,116,<
16838,cake top,batter hand,52,144,<
16839,chili cheese dog,side,141,50,>
16840,base ball glove,glove catcher,22,126,<
16841,shoe,suit,10,193,<
16842,swim trunk,boogie board,26,89,<
16843,plate design,sandwich plate,14,165,<
16844,mac book,front,48,161,<
16845,letter,coffee cup,17,351,<
16846,railroad bridge,train car,89,18,>
16847,skateboard,block letter,226,0,>
16848,parrot,leaf,224,12,>
16849,harley davidson logo,motorbike,4,103,<
16850,mouth,suit,2,132,<
16851,closet door,part,112,6,>
16852,stereo speaker,curtain,9,173,<
16853,ad,bus window,111,19,>
16854,passenger bus,bus tire,355,9,>
16855,crowd,jacket,474,129,>
16856,truck window,panel truck,17,276,<
16857,traffic arrow,taxi car,54,283,<
16858,scrap metal,iron leaf,114,38,>
16859,edge,horse,69,288,<
16860,brick,arm,29,76,<
16861,surfing suit,surfer arm,473,36,>
16862,bus head light,glass bus window,58,208,<
16863,sign letter,rectangle,15,108,<
16864,baseball player pant,baseball game,43,281,<
16865,patio umbrella,pool,55,239,<
16866,jacket,dozen donut,139,17,>
16867,cowboy hat,part,172,59,>
16868,shirt,couch pillow,83,23,>
16869,engine train,train roof,130,20,>
16870,kitchen drawer,kitchen cabinet,22,90,<
16871,computer mouse,screen monitor,0,136,<
16872,car,bear,67,161,<
16873,truck window,tow truck,0,134,<
16874,food plate,dinner,44,125,<
16875,dress shirt,suit coat,24,85,<
16876,university building,car,126,5,>
16877,goat,grass patch,162,35,>
16878,rock,zebra hoof,172,46,>
16879,beverage glass,pizza,22,134,<
16880,clock tower,road side,95,24,>
16881,train front,railroad train track,22,153,<
16882,graffiti letter,graffiti,98,543,<
16883,church bench,shoe,130,0,>
16884,ear,ground elephant,172,751,<
16885,board surfer,rock building,130,49,>
16886,teddy bear,shoe,250,41,>
16887,tree leaf,cow,10,92,<
16888,head board,bedside table,113,8,>
16889,dirt,player foot,148,19,>
16890,spinach pizza,leaf vegetable,255,18,>
16891,stunt plane,aircraft,187,67,>
16892,zebra,zebras face,461,61,>
16893,air france plane,airport truck,251,39,>
16894,toilet seat hinge,toilet seat,11,428,<
16895,liing room sofa,table lamp,122,4,>
16896,tennis player,orange,340,74,>
16897,panda claw,rock,18,167,<
16898,laptop,desk top,196,79,>
16899,surfing suit,part,410,73,>
16900,storefront window,sign letter,455,84,>
16901,duck boat,brick,134,16,>
16902,lamp shade,area carpet,13,182,<
16903,glass cake plate,teaspoon,177,51,>
16904,row window,traffic light,104,455,<
16905,letter,dirt,16,204,<
16906,fireplace,ceiling fan,116,42,>
16907,carriage wheel,horse carriage,20,96,<
16908,road side,barren tree,85,25,>
16909,bike helmet,biker,18,161,<
16910,street car,group,41,215,<
16911,chestnut horse,tree branch,178,63,>
16912,house plant,pot,82,19,>
16913,delta plane,plane tail,1213,188,>
16914,dog,leaf,1411,250,>
16915,ear,bottom,55,150,<
16916,shirt,truck,30,107,<
16917,pepperoni pizza,pizza grease,105,5,>
16918,snowboard,snowboard person,238,52,>
16919,brick building,train door,128,14,>
16920,conifer tree,field front,26,83,<
16921,street post,stop sign,33,128,<
16922,gravel rock,toy dog,0,101,<
16923,scrap metal,motorcycle wheel,18,102,<
16924,table top,sweater,26,128,<
16925,fire hydrant,hex head bolt,172,1,>
16926,person skateboard,leg pad,158,46,>
16927,polo shirt,stack,184,22,>
16928,cow,barn roof,99,25,>
16929,mama giraffe,leaf,222,60,>
16930,pine tree,ski glove,107,26,>
16931,baby,baby mouth,796,20,>
16932,boulder,adult zebra,146,420,<
16933,group,stripe bullet train,25,114,<
16934,fighter jet,plane number,357,8,>
16935,necklace,bracelet,245,61,>
16936,tennis net,player foot,111,14,>
16937,street sign,license plate,253,26,>
16938,winter clothing,pair,79,24,>
16939,airline name,air canada plane,9,227,<
16940,donut,part,119,7,>
16941,train stack,suitcase,266,63,>
16942,cupcake,pink,175,23,>
16943,soccer player,player shirt,127,28,>
16944,bush tree,motorcycle helmet,95,6,>
16945,sun umbrella,shirt,93,27,>
16946,stripe bullet train,train destination sign,202,0,>
16947,steam engine,train front,246,21,>
16948,motorcycle headlight,motorcycle,35,2146,<
16949,fork,pepperoni slice,131,34,>
16950,snow pant,dog,71,187,<
16951,downhill ski,ski hill,26,172,<
16952,cow,horse head,111,10,>
16953,street light,government building,26,118,<
16954,apple magic mouse,apple laptop,10,142,<
16955,lunch plate,teaspoon,147,16,>
16956,motorcycle,canopy,85,27,>
16957,sign letter,traffic circle,72,216,<
16958,lunch plate,reflection,163,8,>
16959,brick,brick walkway,31,105,<
16960,dinner napkin,table bowl,95,8,>
16961,kid,glass,133,30,>
16962,soda cup,sunglass,28,90,<
16963,truck bed,pick-up truck,33,155,<
16964,stripe,mountain,35,148,<
16965,part,ripple,131,371,<
16966,toilet lid,toilet handle,307,6,>
16967,range top,grass field,9,108,<
16968,baseball jersey,stripe,87,33,>
16969,cooking pot,freezer part,140,29,>
16970,focus tree,train wheel,102,14,>
16971,fish kite,sweatshirt,137,26,>
16972,wine bottle,camera,35,128,<
16973,chicken,baby chicken,170,41,>
16974,adult dog,dog nose,108,18,>
16975,skate board,skateboard wheel,888,45,>
16976,home plate,base ball field,5,157,<
16977,motorcycle wheel,motorcycle windshield,204,40,>
16978,tie,pinstripe shirt,32,113,<
16979,faucet,porcelain toilet,5,170,<
16980,house cat,crack,174,47,>
16981,baseball field,grass patch,121,10,>
16982,bathroom shelf,faucet,149,26,>
16983,ski jacket,child skier,114,413,<
16984,glass bus window,town car,91,303,<
16985,letter,dog,21,771,<
16986,pole street sign,street direction sign,74,179,<
16987,apartment window,duck boat,0,109,<
16988,mannequin,pair,86,31,>
16989,crystal glass,batter hand,48,114,<
16990,adidas logo,tennis,0,141,<
16991,ski,ski cap,317,24,>
16992,lemon,bunch,40,171,<
16993,train top,gravel,60,150,<
16994,batter helmet,child baseball player,34,135,<
16995,bathroom trash,refrigerator,3,107,<
16996,windshield wiper,bus route number,97,6,>
16997,letter,scissors,11,98,<
16998,cheese bread,breakfast plate,26,78,<
16999,cel phone,controll button,366,16,>
17000,water ripple,ripple,91,12,>
17001,sun,motorcycle,33,87,<
17002,ski sign,ski,152,483,<
17003,pizza cheese,veggie pizza,89,503,<
17004,top,group,123,546,<
17005,bread piece,finger food,29,138,<
17006,egg,tomato,319,134,>
17007,chain link fence,fruit tree,132,27,>
17008,tomato,breakfast table,16,159,<
17009,nike shirt,skatepark,13,153,<
17010,ski pole,fir tree,222,644,<
17011,water bottle,table food,28,83,<
17012,ladder,fishing boat,24,132,<
17013,chair cat,control,216,3,>
17014,computer desk,computer monitor,876,228,>
17015,league baseball player,cap,214,24,>
17016,pant guy,group,63,161,<
17017,dog,license plate,265,18,>
17018,shoe,sundress,22,396,<
17019,marble brick,building front,33,78,<
17020,toy dog,dog bone,203,25,>
17021,market sign,town car,38,99,<
17022,sink edge,shower curtain,7,125,<
17023,pot plant,garden bench,10,98,<
17024,horse leg,draft horse,83,1101,<
17025,tv,computer wire,115,25,>
17026,window front,glass pane,118,13,>
17027,ear,dog nose,731,74,>
17028,signal post,speed train,33,225,<
17029,hotel room bed,bedside table,483,43,>
17030,liing room sofa,part,112,10,>
17031,baseball player,person shadow,94,12,>
17032,house boat,bike,26,85,<
17033,sheep,shoe,139,4,>
17034,sign letter,rectangle street sign,46,559,<
17035,ski pant,ski cap,278,37,>
17036,sweater,bracelet,253,10,>
17037,building window,pole street sign,109,259,<
17038,bread bowl,wood kitchen table,26,92,<
17039,bare tree,office window,152,5,>
17040,bus stop sign,sign letter,672,92,>
17041,sink edge,toilet bowl,15,178,<
17042,jelly donut,freezer part,404,42,>
17043,street sign,melting snow,49,171,<
17044,base ball player,part,557,80,>
17045,toilet seat lid,toilet paper,244,26,>
17046,bus bench,train window,93,16,>
17047,building roof,cock pit window,94,14,>
17048,couch pillow,stereo speaker,125,36,>
17049,grass hill,sheep,677,260,>
17050,bathroom mirror,towel,4583,619,>
17051,person head,leg,12,105,<
17052,clock hand,ben clock tower,2,123,<
17053,sleeve,tennis player,18,108,<
17054,downhill skier,skiing pole,148,42,>
17055,graffiti,buildinga building,38,157,<
17056,jean,eyeglass,388,66,>
17057,bike,city bus,19,96,<
17058,motorbike,bike fender,109,8,>
17059,sneaker,focus tree,32,229,<
17060,dog,cat toy,104,14,>
17061,person face,ear,206,8,>
17062,vase,flower arrangement,6,127,<
17063,ear,calf,9,258,<
17064,surfboard,person leg,777,26,>
17065,person leg,ski mountain,1,129,<
17066,parasail,wetsuit,103,20,>
17067,bathroom stall door,bathroom trash,89,12,>
17068,couch,part,861,60,>
17069,shutter,pillow,96,15,>
17070,controll button,blender base,2,107,<
17071,graffiti,ramp skateboarder,117,279,<
17072,blanket,pillow,1764,709,>
17073,bracelet,surfboard,3,168,<
17074,horse leg,focus tree,25,176,<
17075,breakfast table,group,35,98,<
17076,bush tree,reflection,94,27,>
17077,sail pole,group,23,116,<
17078,speed train,railway bridge,239,66,>
17079,fridge shelf,refrigerator,12,90,<
17080,fencing,tennis shirt,78,25,>
17081,fern leaf,plant leaf,33,140,<
17082,tennis ball,tennis court surface,51,263,<
17083,leaf,hat riding horse,5,114,<
17084,truck front,firetruck,30,83,<
17085,skateboarder arm,skate board trick,5,111,<
17086,part,tree branch,171,1056,<
17087,bunch banana,spot,1128,55,>
17088,toy animal,couch,20,147,<
17089,food truck,jacket,99,6,>
17090,couch pillow,area carpet,72,239,<
17091,motorcycle mirror,police motorcycle,7,255,<
17092,branch,hospital sign,8,123,<
17093,iron leaf,van window,120,26,>
17094,wave,object,133,30,>
17095,speed train,train number,544,19,>
17096,wine glass,bottle top,253,63,>
17097,giraffe head,zoo animal,102,483,<
17098,cow head,dairy cow,195,1086,<
17099,street sign,tree,703,1698,<
17100,toilet paper roll,toilet bowl,30,600,<
17101,work truck,snow,140,19,>
17102,couple,dress suit,214,38,>
17103,key,shirt,4,100,<
17104,motorcycle,truck front,108,30,>
17105,tv,game controller,218,72,>
17106,row window,window building,27,515,<
17107,buildinga building,flower,200,23,>
17108,board surfer,rubber wet suit,116,39,>
17109,buildinga building,car front,153,21,>
17110,object,teddy bear,12,96,<
17111,delta airline plane,plane wheel,102,1,>
17112,thread,navel orange,10,105,<
17113,adult horse,horse foot,116,1,>
17114,faucet,shampoo bottle,90,24,>
17115,grass field zebra,zebras eye,2523,12,>
17116,trolley bus,orange,74,28,>
17117,grass clump,sheep,31,254,<
17118,dinner plate,potato,222,7,>
17119,bus mirror,shade tree,44,126,<
17120,cow,water pool,22,86,<
17121,broccoli floret,pile,21,114,<
17122,giraffe,arch,113,38,>
17123,shadow,board surfer,26,84,<
17124,tail section,mountain,26,91,<
17125,suit,mouth,132,2,>
17126,bus,car,437,129,>
17127,skateboarding shoe,cement skateboard ramp,14,87,<
17128,baseball bat,letter,397,22,>
17129,shade tree,building window,1269,80,>
17130,glass window,tower window,36,92,<
17131,motorcycle,motorcycle seat,1483,139,>
17132,mcdonalds sign,town car,32,87,<
17133,perimeter fence,building window,105,4,>
17134,bunch banana,label,205,27,>
17135,tennis racket,lady arm,125,47,>
17136,rock,goat,26,165,<
17137,navy plane,airplane wing,122,5,>
17138,mac laptop,wrist watch,113,0,>
17139,flower,clay vase,48,151,<
17140,food plate,house cat,54,156,<
17141,plaid couch,dog,219,72,>
17142,jacket,office window,132,29,>
17143,snow,house window,189,3,>
17144,horse harness,horse,53,269,<
17145,door car,car handle,147,0,>
17146,checker,cat,0,100,<
17147,bush tree,engine part,181,53,>
17148,duck beak,swan,22,313,<
17149,traffic circle,tree,14,165,<
17150,pepperoni,pizza tray,37,135,<
17151,tank top,group,37,299,<
17152,fish kite,dog,85,32,>
17153,boot,letter,100,2,>
17154,tennis racket,sport,18,100,<
17155,woman glass,scarf,10,108,<
17156,cat eye,tan,7,104,<
17157,food plate,lettuce,279,45,>
17158,orange,ski pole,92,235,<
17159,entertainment shelf,tv,39,123,<
17160,controll button,mac book,8,114,<
17161,breast feather,sea bird,52,515,<
17162,fire hydrant,neighborhood watch sign,201,27,>
17163,baseball player,cooler,276,3,>
17164,commuter train,platform number,137,1,>
17165,winter tree,car,279,25,>
17166,group,tee shirt,289,51,>
17167,apartment window,streamer,0,122,<
17168,table bowl,kitchen table,8,97,<
17169,lunch tray,food container,104,28,>
17170,cow face,grass cow,42,169,<
17171,office window,top,41,122,<
17172,traffic light,traffic,75,280,<
17173,stripe,cat,71,204,<
17174,market umbrella,earring,121,2,>
17175,mirror,cat ear,191,6,>
17176,rain umbrella,concrete,116,41,>
17177,umbrella,apartment window,310,79,>
17178,glass window,powder snow,5,149,<
17179,part,umpire uniform,20,147,<
17180,adult elephant,wrinkle,287,16,>
17181,vest,beard,157,27,>
17182,sundress,building window,91,16,>
17183,size tree,door truck,8,97,<
17184,toilet bowl,paint,87,27,>
17185,leafless tree,branch,317,25,>
17186,celebration cake,shirt,150,31,>
17187,draft horse,row window,151,9,>
17188,banner,sign letter,94,6,>
17189,ski coat,ski hat,828,184,>
17190,airport window,runway plane,23,100,<
17191,freezer part,mustard,34,95,<
17192,dog tail,snow,0,107,<
17193,sponsor sign,race horse,5,133,<
17194,duck eye,head,6,105,<
17195,board surfer,surfing wave,138,595,<
17196,zebra,giraffe fur,448,60,>
17197,leaf,brick building,19,236,<
17198,giraffe,patch,155,29,>
17199,airport window,airport,34,247,<
17200,passenger train,glass bus window,140,1,>
17201,food tray,banana,88,29,>
17202,cat food,house cat,88,333,<
17203,chef hat,restaurant kitchen,9,214,<
17204,glass part,bowtie,19,86,<
17205,building window,subway sign,30,177,<
17206,sleeve shirt,leaf,97,20,>
17207,veggie pizza,cheese pizza,82,19,>
17208,apple mouse,apple usb keyboard,15,204,<
17209,metal pole,brick building,70,248,<
17210,spinach leaf,pizza slice,20,154,<
17211,fire hydrant,gas hydrant knob,481,14,>
17212,ski jacket,zipper,135,6,>
17213,ski shoe,skateboarder,1,120,<
17214,street bench,iron leaf,123,28,>
17215,mountain range,ski pole,235,28,>
17216,bleacher,part,131,14,>
17217,house cat,nightstand drawer,26,85,<
17218,sign letter,window building,11,122,<
17219,stack book,book cover,73,27,>
17220,ski glass,ski pole,47,354,<
17221,coffee maker,kitchen sink,24,102,<
17222,wing,beak,99,4,>
17223,mother elephant,bush tree,306,101,>
17224,bus tire,shibuya community bus,14,207,<
17225,animal ear,giraffe mouth,198,76,>
17226,stereo speaker,entertainment center,12,166,<
17227,front,ben clock,115,30,>
17228,catcher glove,pair,16,91,<
17229,leaf,grizzly bear,124,777,<
17230,center,vase flower,36,291,<
17231,dog sandwich,sandwich meat,176,16,>
17232,ski coat,lady skier,65,172,<
17233,lamp,window curtain,3,104,<
17234,wii controller,turtleneck shirt,27,109,<
17235,pineapple,plenty fruit,76,222,<
17236,cake knife,vanilla cake,56,199,<
17237,skateboarding shoe,skateboarder,75,1396,<
17238,computer monitor,keyboard,1066,151,>
17239,bullet train,gravel,116,17,>
17240,plaid couch,couch pillow,293,13,>
17241,ear,body part,82,27,>
17242,propeller plane,plane door,166,15,>
17243,shirt,fire hydrant,71,208,<
17244,window,cat nose,104,1,>
17245,size surfboard,footprint,156,40,>
17246,plenty fruit,blood orange,173,57,>
17247,seagull wing,seagull,47,313,<
17248,pair,kid umbrella,20,170,<
17249,bike helmet,speed bicycle,25,184,<
17250,rock formation,bear,19,197,<
17251,towel,bathroom sink,318,1056,<
17252,shoe lace,jean,3,125,<
17253,slice,paper plate,23,82,<
17254,tennis court,catcher hand,174,4,>
17255,mac laptop,screen,538,117,>
17256,turban,circus elephant,18,120,<
17257,parking meter number,door car,7,102,<
17258,metal pole,stop sign,446,1452,<
17259,flower,dress suit,17,130,<
17260,office window,computer mouse,222,18,>
17261,brick building,chimney top,323,14,>
17262,rubber ball,dog,7,158,<
17263,skateboard skater,skateboarder arm,330,80,>
17264,glass cake plate,cake plate,64,257,<
17265,mouse cord,tuxedo cat,12,121,<
17266,velcro strap,backpack,4,124,<
17267,soup bowl,spoon handle,351,19,>
17268,bathroom mirror,cabinet door,150,37,>
17269,mousepad,apple magic mouse,78,24,>
17270,field,giraffe leg,126,2,>
17271,sheep,group,999,3439,<
17272,grass giraffe,fence post,99,7,>
17273,cow leg,calf,28,260,<
17274,swing set,leafless tree,97,10,>
17275,adult cat,sidewalk brick,112,0,>
17276,horse riding helmet,horse tail,78,198,<
17277,door,motorcycle,36,93,<
17278,peacoat,pair,118,43,>
17279,propeller plane,nose wheel,190,8,>
17280,roof edge,bird,35,105,<
17281,sweatshirt,cross country skier,21,127,<
17282,sign letter,row house,10,162,<
17283,sugar donut,spoon,149,0,>
17284,clock tower,street side,152,6,>
17285,sandal,t-shirt,46,143,<
17286,flock,flamingo,109,13,>
17287,sunglass,mom giraffe,18,232,<
17288,backpack,tree,97,324,<
17289,frisbee,collar,135,6,>
17290,mac laptop,mug,333,15,>
17291,church window,building front,53,178,<
17292,train car,train bumper,174,14,>
17293,suitcase,cardboard box,198,66,>
17294,toothbrush,bathroom door,29,100,<
17295,grape tomato,food plate,14,130,<
17296,water glass,tablecloth,26,178,<
17297,laptop,eye glass,99,10,>
17298,suitcase,cat head,104,16,>
